Confirmed,Source,KOR
,"从山海之间到与星辰毗邻，无论是险境迭生的战场，还是纸醉金迷的夜宴，我们之间的牵绊将萦绕在这漫长的旅途。","산과 바다 사이에서 별에 인접한 곳까지, 위험이 많은 전장이든 술에 취한 금광 팬들의 밤의 만찬이든 우리 사이의 유대는이 긴 여정에 남아있을 것입니다."
,"从技术的角度来讲我是不需要进食了……但是美食所带来的愉悦感是不可代替的！","기술적 인 관점에서는 더 이상 먹을 필요가 없습니다.하지만 음식이 가져다주는 즐거움은 대체 할 수 없습니다!"
,"从指挥官的身上，我学到了许多，那些我疏忽了的事情，那些重要的事情……如今的我，是不是能成为真正的队长了呢？","사령관에게서 많은 것을 배웠고, 내가 간과했던 것들, 중요한 것들 ... 이제 내가 진짜 대위가 될 수 있을까요?"
,"从敌人身上得到的异化因子样本，不清楚它改变生物和机械的原理，可以用来交换物资。","적으로부터 얻은 소외 인자 샘플은 생물학과 기계를 바꾸는 원리에 대해 명확하지 않으며 재료를 교환하는 데 사용할 수 있습니다."
,"从来没有难题能难倒我们这类支援装置，因为我们会主动放弃无法做到的事……希望您不要和我们一样。","우리가 할 수없는 일을 포기하기 위해 주도권을 행사할 것이기 때문에 우리와 같은 지원 장치를 망칠 수있는 문제는 없었습니다. 여러분이 우리처럼되지 않기를 바랍니다."
,"从科学的角度来说，魔杖只会选择符合自己的对象，使其成为魔法少女。这是天生具有的适配性，不会因为个人的意志而发生转变。\n符合火之魔法少女的人选，恰巧在这片寒冷的土地上，而她心中正好也渴望着驱逐寒冷的火焰。\n这究竟是一种巧合，还是这个女孩所思所想引发的奇迹呢？","과학적 관점에서 마술 지팡이는 자신에게 맞는 물건만을 선택하여 마법 소녀로 만듭니다. 이것은 자연스러운 착용감이며 개인적인 의지로 인해 변경되지 않습니다.\n불의 마법 소녀 후보가 우연히이 차가운 땅에 있었는데, 그녀는 마음 속의 차가운 불꽃을 쫓아 내고 싶어했습니다.\n우연일까요, 아니면 소녀의 생각에 기적일까요?"
,"从这一刻起，一切小聪明都将失去意义，修罗不会再暴露出她的弱点。\n无需多言，用实力去战胜她吧！","이 순간부터 모든 영리함은 무의미하고 슈라는 더 이상 그녀의 약점을 드러내지 않을 것입니다.\n말할 필요도없이 힘을 사용하여 그녀를 물 리치십시오!"
,"从那时起我就是航空型AG了，而她们……哎，你也知道梅尔总是冒冒失失地，妮欧又只顾别人不顾自己，看好她们费了我好大的功夫呢。","그 이후로 나는 항공 AG가되었고 그들은 ... 이봐, 멜은 항상 무모하고 니오는 남들 만 신경 쓰고 자기 자신을 무시한다는 걸 알다시피 그들이 많은 노력을했다고 생각한다."
,"从零开始的强化生活I","처음부터 삶을 강화 I"
,"从零开始的强化生活II","처음부터 삶을 강화 II"
,"从零开始的强化生活III","처음부터 삶을 강화 III"
,"从零开始的强化生活IV","처음부터 삶을 강화 IV"
,"从零开始的强化生活IX","처음부터 삶을 강화 IX"
,"从零开始的强化生活V","처음부터 삶을 강화 V"
,"从零开始的强化生活VI","처음부터 삶을 강화 VI"
,"从零开始的强化生活VII","처음부터 삶을 강화 VII"
,"从零开始的强化生活VIII","처음부터 삶을 강화 VIII"
,"从零开始的强化生活X","처음부터 삶을 강화 X"
,"从骑士团调任而来的成员，与奥妮安相处得不太顺利，需要奈莎的帮助。","기사단에서 전근 된 멤버들은 오니 안과 잘 어울리지 않아 네샤의 도움이 필요했습니다."
,"仓库","창고"
,"仓库容量增加","창고 용량 증가"
,"他们如同囚徒一般无处可去、无路可走，而我的心愿……我重生后的职责就是为那些可悲的循环带去终结。","그들은 갈 곳도 갈 곳도없는 죄수들과 같습니다. 제 소원은 ... 환생 후 저의 의무는 그 슬픈주기를 끝내는 것입니다."
,"他已经是您的好友了~","이미 친구 야 ~"
,"代号云雀，投放编号241","코드 명 Skylark, 릴리스 번호 241"
,"代理作战","대리 전투"
,"代理作战可以自动重复进行作战，支持的玩法包括主线剧情和其他作战。其中主线剧情需要关卡完成三星，而其他作战需要通关该关卡。代理作战可以根据需求进行详细设置，若勾选自动清理资源，清理的资源将不可找回，请谨慎选择。","프록시 작업은 자동으로 작업을 반복 할 수 있으며 지원되는 게임 플레이에는 기본 스토리 및 기타 작업이 포함됩니다. 그 중 메인 스토리는 별 3 개로 레벨을 완료해야하고, 다른 작업은 레벨을 클리어해야합니다. 프록시 작업은 요구 사항에 따라 세부적으로 설정할 수 있습니다. 리소스 자동 정리를 선택하면 정리 된 리소스가 검색되지 않으므로 신중하게 선택하십시오."
,"代理作战结束","프록시 전투가 끝났습니다"
,"代表着正义、坚定、强大等等正面形象，几乎受到所有人敬仰的AG大前辈。\n但与此同时，过于特殊的身份与过于传奇的经历也使她逐渐符号化，成为了一个令人敬畏的标志，而不再被大多数AG视为伙伴和友人。\n只要稍作观察即可发现，除了蕾拉、梅尔等早期型号之外，鲜少有人会在任务之外主动接触妮欧。\n她是孤独的——这很难以置信，但这也是事实。","정의, 견고 함, 힘 등의 긍정적 인 이미지를 표현하는 시니어 AG는 거의 모든 사람들이 존경합니다.\n그러나 동시에 그녀의 너무 특별한 정체성과 너무 전설적인 경험은 대부분의 AG에서 파트너이자 친구로 간주되지 않고 점차 그녀를 상징하고 멋진 상징이되었습니다.\n약간의 관찰만으로도 Layla와 Mel과 같은 초기 모델을 제외하고는 임무 밖에서 Neo와 접촉하기 위해 주도권을 잡는 사람이 거의 없다는 것을 알 수 있습니다.\n그녀는 외롭습니다. 이것은 믿을 수 없지만 사실입니다."
,"令人头痛的捣蛋鬼——山猫小队从来不缺捣蛋的人。","성가신 문제 발생 자-Bobcats 팀에는 문제 발생자가 부족하지 않습니다."
,"令人头痛的捣蛋鬼——山猫小队从来不缺捣蛋的人。\n与凯蒂和缇米一起的话可以组成“捣蛋三连星”，当你看到她们三个一起出现的时候，就该为接下来会发生的事情头疼好一会了。","성가신 문제 발생 자-Bobcats 팀에는 문제 발생자가 부족하지 않습니다.\nKatie와 Timmy와 함께 “트리거 트라이어드”를 구성 할 수 있습니다. 세 사람이 함께 나타나는 것을 보면 다음에 일어날 일에 대해 골칫거리가 될 것입니다."
,"令人怀念的四人组","그리운 4 인조"
,"以“方方正正”为主要风格设计的光学瞄具，瞄具外侧还有一面镜子，用来确认背后是否有敌人，或是检查自己的妆容。","광학 조준경은 “Fang Fang Zhengzheng”을 메인 스타일로 설계했으며 조준경 외부에 거울이있어 뒤에 적이 있는지 확인하거나 메이크업을 확인할 수 있습니다."
,"以“方方正正”为主要风格设计的热力瞄具，因为外壳导热性过强，许多AG将其作为暖手器。","“Fang Fang Zheng Zheng”의 메인 스타일로 설계된 열 광경은 쉘의 높은 열전도율로 인해 많은 AG에서 핸드 워머로 사용합니다."
,"以“方方正正”为主要风格设计的电子瞄具，有AG反应它的显示玻璃过红，影响视力。","AG는 “Fang Fang Zhengzheng”을 메인 스타일로 디자인 한 전자 조준경은 디스플레이 유리가 너무 빨갛게되어 시력에 영향을 미친다고 응답했습니다."
,"以「秘密协议调动」为名义离开「七武士」，受到「阵线卫队」监管的AG，专门负责监视中立势力的AG，以及秘密处理一些失去控制、会威胁地区安全的AG。","“Seven Samurai”를 “Secret Agreement Transfer”라는 이름으로 남겨두고 “Front Guard”의 감독을받은 AG는 중립 세력을 감시하고 통제력을 잃고 지역 안보를 위협하는 일부 AG를 비밀리에 처리했습니다."
,"以「秘密协议调动」为名义离开「七武士」，受到「阵线卫队」监管的AG，专门负责监视中立势力的AG，以及秘密处理一些失去控制、会威胁地区安全的AG。\n篝有着相当两极的评价，是一位极具争议色彩的AG。","“Seven Samurai”를 “Secret Agreement Transfer”라는 이름으로 남겨두고 “Front Guard”의 감독을받은 AG는 중립 세력을 감시하고 통제력을 잃고 지역 안보를 위협하는 일부 AG를 비밀리에 처리했습니다.\nBon은 매우 양극성 평가를 받았으며 논란이 많은 AG입니다."
,"以上，关于异化航点的信息就说明完毕了，\n请指挥官尽快处理污染情况。","이상, 소외된 웨이 포인트에 대한 정보는 끝났습니다.\n지휘관에게 가능한 한 빨리 오염을 처리하도록 요청하십시오."
,"以上，关于演习场的说明就到此为止了，\n请您努力提高自身段位，以更好的奖励为目标前进吧！","운동 사이트에 대한 설명은 여기까지입니다.\n순위를 높이고 더 나은 보상을 목표로 앞으로 나아갈 수 있도록 열심히 노력하십시오!"
,"以下战姬","다음 전사"
,"以人工智能为蓝本的混合灵魂，注重逻辑。","논리에 초점을 맞춘 인공 지능을 모델로 한 하이브리드 영혼."
,"以信仰之名，不灭旗帜战意飘扬！","믿음의 이름으로 불멸의 깃발이 날고 있습니다!"
,"以军人标准要求自己的少女。","군사적 기준으로 자신을 요구하는 소녀."
,"以初始星数为准","초기 별 수 기준"
,"以利亚","엘리야"
,"以前做不到的事情，难以接下的任务，现在都变得轻而易举了。感谢你，长官。","이전에는 불가능했던 일과 인수하기 어려웠던 일이 이제는 쉬워졌습니다. 감사합니다."
,"以前在阵线的时候可没这种感觉！缇米说的“家庭”就是这个意思吗？“家庭”原来是这么温暖的东西吗？","전에 최전선에 있었을 때 그런 느낌이 들지 않았습니다! 이것이 Timmy가 “가족”의 의미입니까? “가족”이 그렇게 따뜻한 건가요?"
,"以前的我只会一味地向大家施号发令，现在我也学会去了解大家的特点，聆听大家的诉求。","과거에는 맹목적으로 모든 사람에게 명령을 내 리곤했지만 지금은 모두의 특성을 이해하고 모든 사람의 요구에 귀를 기울이는 법도 배웁니다."
,"以前的我只懂得一味地执行任务和战斗，现在我终于明白了自己战斗的意义，为了指挥官，为了您的愿望，我不会迟疑，也不会停滞。","예전에는 맹목적으로 임무를 수행하고 싸우는 방법 밖에 몰랐는데 이제 드디어 내 싸움의 의미를 알게 됐습니다. 사령관 님의 뜻대로 주저하거나 멈춰 서지 않겠습니다."
,"以前的维多利亚难以习惯陌生的床，经常因此失眠，不知道现在的「黑月」还会不会这样呢……","과거에는 빅토리아가 낯선 침대에 익숙해지기 어려웠고 종종 불면증에 시달렸는데 현재의 “블랙 문”이 이럴까 ..."
,"以前还担心你和阵线那个首脑一样冷酷无情呢，结果你却给我留下了这么多美好的回忆。","당신이 전선의 리더만큼 잔인하고 무자비하다고 걱정하곤했지만, 당신은 아름다운 추억을 많이 남겼습니다."
,"以前，我的人生除了战斗与任务以外就一无所有了……","예전에 제 삶은 전투와 임무에 불과했습니다 ..."
,"以反击概念制造的复合武器，能够提升AG的反击能力。因为制造商只生产成年人用的型号，遭到了年纪小的AG投诉。","반격 개념으로 만든 복합 무기는 AG의 반격 능력을 향상시킬 수 있습니다. 제조업체는 성인용 모델 만 생산했기 때문에 젊은 AG의 불만을 제기했습니다."
,"以后指挥官有任何需要我的地方，不需要顾忌什么，向我直接提出来就好啦……","앞으로 사령관이 나를 필요로한다면 아무것도 걱정할 필요가 없습니다. 직접 물어보세요 ..."
,"以后需要我帮忙就直接说吧，刀山火海我也给你去一趟！","앞으로 제 도움이 필요하시면 직접 말씀 해주시면 방문해 드리겠습니다!"
,"以后AG们还会面对更强大的敌人，\n我们也要替她们准备更强大的装备哦！","앞으로 AG는 더 강력한 적과 맞서고\n우리는 또한 그들을 위해 더 강력한 장비를 준비해야합니다!"
,"以敌人不会行动的情况下进行模拟战斗。","적이 행동하지 않는 조건에서 전투를 시뮬레이션하십시오."
,"以敌人会对已方造成控制类减益状态的情况下进行模拟战斗。","모의 전투는 적이 적에게 제어 디버프 상태를 유발하는 조건에서 수행됩니다."
,"以敌人会对已方造成能力类减益状态的情况下进行模拟战斗。","모의 전투는 적이 적에게 능력 유형의 디버프 상태를 유발하는 조건에서 수행됩니다."
,"以敌人会对自身施加强化类增益状态的情况下进行模拟战斗。","시뮬레이션 전투는 적이 자신에게 향상된 이득을 적용하는 조건에서 수행됩니다."
,"以明亮色为主色调，标准纽带舰队装修风格的大厅。比起平时的标准配色，大厅显得更为明亮一些，容易吸引开朗活泼的AG聚集。","로비는 밝은 색상으로 메인 색상과 표준 넥타이 장식 스타일로 장식되어 있습니다. 일반적인 표준 색상과 비교하여 로비가 더 밝아 보이며 활기차고 활기찬 AG를 끌어 들이기 쉽습니다."
,"以极快击发速度著称的冲击能量枪，它的造型取自旧时代的某款枪械，或许是因为制造者也希望它能见证历史……","충격 에너지 총은 매우 빠른 발사 속도로 유명합니다. 그 모양은 구시대의 특정 총기에서 가져온 것입니다. 아마도 제조업체가 역사를 목격 할 수 있기를 희망했기 때문일 것입니다 ..."
,"以热血闻名的七武士，在激励士气方面发挥着重要的作用。胡桃永远都是充满斗志的状态，会以120分的精神去对待周遭事物，不到筋疲力竭绝不会倒下。\n和胡桃一起出击的AG对她都有这样的评价：”只要胡桃在身边，自己也会热血沸腾起来。“就连为胡桃记录资料，不知不觉间也开始心潮澎湃了。","그들의 열정으로 유명한 일곱 사무라이는 사기를 높이는 데 중요한 역할을했습니다. 호두는 항상 투지의 상태에 있으며 주변을 120 점 정령으로 다루며 지칠 때까지 절대 쓰러지지 않습니다.\nWalnut을 공격 한 AG는 모두 그녀에 대해 다음과 같이 말했습니다. “Walnut이있는 한 나는 열광 할 것입니다.”Walnut에 대한 데이터를 기록하는 것조차도 모르게 흥분하기 시작했습니다."
,"以牙还牙","치아를위한 치아"
,"以特殊科技操纵雷电，对全体敌方目标造成伤害，击退全体目标<color=#e49c00>30%</color>行动条，并有<color=#c70016>60%</color>的概率造成<color=#c70016>命中率下降</color>状态，持续<color=#c70016>2</color>回合。","특수 기술을 사용하여 천둥과 번개를 조작하고, 모든 적 대상에게 피해를 입히고, 모든 대상을 <color=#e49c00> 30 %</ color> 작업 표시 줄로 밀어 내고 확률은 <color=#c70016> 60 %</ color입니다. > <색상=#c70016> 히트 율은 색상 <동안 지속, </ 색상> 상태를 감소=#c70016> 2 </ 컬러> 라운드."
,"以特殊科技操纵雷电，对全体敌方目标造成伤害，击退全体目标<color=#e49c00>30%</color>行动条，并有<color=#c70016>65%</color>的概率造成<color=#c70016>命中率下降</color>状态，持续<color=#c70016>2</color>回合。","특수 기술을 사용하여 천둥과 번개를 조작하고, 모든 적 대상에게 피해를 입히고, <color=#e49c00> 30 %</ color> 작업 표시 줄에있는 모든 대상을 격퇴하고 <color=#c70016> 65 %<확률을 갖습니다. / 컬러> <컬러=#c70016> 적중률 <컬러=#c70016> 2 </ 컬러> 라운드 지속 </ 컬러> 상태를 감소시켰다."
,"以特殊科技操纵雷电，对全体敌方目标造成伤害，击退全体目标<color=#e49c00>30%</color>行动条，并有<color=#c70016>75%</color>的概率造成<color=#c70016>命中率下降</color>状态，持续<color=#c70016>2</color>回合。","특수 기술을 사용하여 천둥과 번개를 조작하고, 모든 적 대상에게 피해를 입히고, 모든 대상을 <color=#e49c00> 30 %</ color> 작업 표시 줄로 밀어 내고 확률은 <color=#c70016> 75 %</ color입니다. > <색상=#c70016> 히트 율은 색상 <동안 지속, </ 색상> 상태를 감소=#c70016> 2 </ 컬러> 라운드."
,"以白薇之名","Bai Wei의 이름으로"
,"以磁流为攻击手段的冲击枪，能够瘫痪电子设备。禁止带入浴室，更不能当水枪，请年纪较小的AG购买前让指挥官陪同。","자기 전류를 공격 수단으로 사용하는 충격 총은 전자 장비를 마비시킬 수 있습니다. 물총으로 사용하는 것은 말할 것도없고 화장실에 반입하는 것은 금지되어 있으니 구입 전에 사령관이 어린 AG와 동행하도록하십시오."
,"以赤红色的刀刃切割对手，对单体敌方目标造成伤害，<color=#e49c00>若触发暴击则额外增加伤害</color>。","진홍색 칼날로 적을 베어내어 적 한 명에게 피해를 입 힙니다. <color=#e49c00> 치명타 발동시 추가 피해가 추가됩니다 </ color>."
,"以赤红色的刀刃切割对手，对敌方单体造成伤害，若触发暴击则减少自身<color=#e49c00>1</color>回合技能冷却时间。","진홍색 칼날로 적을 베어내어 적의 몸에 피해를줍니다. 치명타가 발동되면 자신의 <color=#e49c00> 1 </ color> 라운드의 재사용 대기 시간이 감소합니다."
,"以适应多种作战环境为目的而制造的冲击枪，易携带易获取，只是金属外壳容易留下指纹，每天保养起来很麻烦。","다양한 전투 환경에 적응할 목적으로 제작 된 임팩트 건은 휴대 및 입수가 용이하지만 금속 쉘은 지문이 남기 쉽고 매일 유지 관리가 번거 롭습니다."
,"以骑枪贯穿敌人，对单体敌方目标造成伤害，有<color=#c70016>50%</color>的概率随机造成<color=#c70016>攻击力下降</color>或<color=#c70016>防御力下降</color>状态，持续<color=#c70016>2</color>回合。","창을 사용하여 적을 뚫고 적 하나의 대상에게 피해를 입 힙니다. <color=#c70016> 50 %</ color> 확률로 <color=#c70016> 공격력 저하 </ color> 또는 <컬러=#c70016> 방어력가 </ 컬러> 상태를 감소 <컬러=#c70016> 2 </ 컬러> 발사."
,"以骑枪贯穿敌人，对单体敌方目标造成伤害，有<color=#c70016>60%</color>的概率随机造成<color=#c70016>攻击力下降</color>或<color=#c70016>防御力下降</color>状态，持续<color=#c70016>2</color>回合。","랜스를 사용하여 적을 관통하여 단일 적 대상에게 피해를 입 힙니다. <color=#c70016> 60 %</ color> 확률로 <color=#c70016> 공격력 저하 </ color> 또는 <컬러=#c70016> 방어력가 </ 컬러> 상태를 감소 <컬러=#c70016> 2 </ 컬러> 발사."
,"以骑枪贯穿敌人，对单体敌方目标造成伤害，有<color=#c70016>75%</color>的概率随机造成<color=#c70016>攻击力下降</color>或<color=#c70016>防御力下降</color>状态，持续<color=#c70016>2</color>回合。","랜스를 사용하여 적을 관통하여 단일 적 대상에게 피해를 입 힙니다. <color=#c70016> 75 %</ color> 확률로 <color=#c70016> 공격력 저하 </ color> 또는 <컬러=#c70016> 방어력가 </ 컬러> 상태를 감소 <컬러=#c70016> 2 </ 컬러> 발사."
,"以高精度为卖点的射流枪，如果能承受住那极高的后坐力，你可以用它来打穿每个企图伤害你的傀儡。","고정밀 제트 건을 판매 포인트로 삼아 매우 높은 반동을 견딜 수 있다면 해를 입히려는 모든 인형을 뚫는 데 사용할 수 있습니다."
,"以麦黄色为主色调，标准纽带舰队装修风格的浴池。虽然有股恬静的秋意，但浴池明显比以前更吵闹了。","주된 색조는 밀 황색이며 욕조는 함대의 표준 스타일로 장식되어 있습니다. 조용한 가을 무드가 있지만 목욕은 분명히 이전보다 시끄 럽습니다."
,"以麦黄色为主色调，标准纽带舰队装修风格的食堂。明亮的颜色能增进食欲，大胃王们的胃口比平时更大了。","매점은 메인 색상으로 밀 노란색으로 장식되어 있으며 표준 타이 플릿 장식 스타일입니다. 밝은 색은 식욕을 증가시킬 수 있으며 큰 배의 식욕은 평소보다 큽니다."
,"以黑月之名","블랙 문의 이름으로"
,"仲夏夜之梦","한여름 밤의 꿈"
,"任何人初见「金盏骑士」夏洛蒂，无一例外都会误认为她还是个孩子，尽管夏洛蒂一直在为自己辩解，并努力在方方面面表现得格外成熟，但效果都不如让人们看一眼她在战场上的发挥，这位能在战场上轻松游走，还有空闲挥舞旗帜的金色骑士，确实已经到了大人的年纪。\n千万不要小瞧任何一个可以单手举动长矛的奥托露娜骑士。","샬롯을 “캘런 듈라 기사”로 처음 본 사람은 예외없이 그녀가 아직 어린 아이라고 오해 할 것이다. 샬롯은 자신을 방어하고 모든면에서 비범하게 성숙해 지려고 노력했지만 그 효과는 그다지 좋지 않다. 사람들이 볼 수 있습니다. 전장에서 그녀의 성과를 한 눈에 쉽게 전장에 걸어 자유 시간에 플래그를 지배 할 수있는이 황금 기사는 참으로 성인의 나이에 도달했습니다.\n한 손으로 창을들 수있는 오토 루나 기사를 과소 평가하지 마십시오."
,"任何人只要在阵线待上一段时间，都会对「天之刃」的来历感到好奇，然而「天之刃」的四位成员无一不对其三缄其口，人们很难从她们本人口中套出情报。\n但和前三位天刃不同的是，「四天刃」神乐似乎更加地健谈且通情达理，和她多加接触说不定就有机会了解到有关「天之刃」的秘密。","일정 시간 동안 최전선에 머물러있는 사람이라면 누구나 “천국의 잎”의 기원에 대해 궁금해 할 것입니다. 그러나 “천국의 잎”의 네 구성원은 모두 그것에 대해 침묵하고 사람들이하기 어렵습니다. 자신의 인구에서 정보를 추출합니다.\n그러나 처음 세 개의 천상의 검과는 달리 “천상의 네 검”가구라는 좀 더 수다스럽고 현명한 것 같습니다. 그녀와 더 많이 연락하면 “천상의 검”의 비밀을 배울 수있는 기회가있을 것입니다."
,"任何被东云恶语相向过的人再看到她面对其他武士时的样子，都会为她的区别对待而感到震惊。作为七武士中年龄较小的成员，东云不仅备受前辈宠爱，她自己也时常像一个乖巧的妹妹一样粘着前辈们不放，跟她对待陌生人时的凶恶态度截然不同。\n好在「红莲」、「青鬼」等武士都表示不必担心，东云只是在怕生而已，很快就会暴露本性。","동윤에게 나쁜 대우를받은 사람은 그녀가 다른 사무라이에게 그녀의 얼굴을 보면 충격을받을 것이다. 세븐 사무라이의 젊은 멤버 인 동윤은 전임자들에게 사랑을 받았을뿐만 아니라, 낯선 사람에 대한 사악한 태도와는 완전히 다른 선배의 언니처럼 자신도 전임자들에게 집착하는 경우가 많다.\n다행히도 구렌과 아오키와 같은 전사들은 걱정할 필요가 없다고 말했고 동윤은 삶을 두려워하고 곧 그의 본성을 드러 낼 것입니다."
,"任务","직무"
,"任务介绍","작업 소개"
,"任务列表","작업 목록"
,"任务名字","작업 이름"
,"任务奖励","임무 보상"
,"任务已完成","작업 완료"
,"任务已过期","작업이 만료되었습니다."
,"任务开始","미션 시작"
,"任务描述任务描述任务描述
任务描述任务描述","작업 설명 작업 설명 작업 설명\n과업 설명"
,"任务文案","작업 복사"
,"任务条件","작업 조건"
,"任务清单","작업 목록"
,"任务目标","임무 목표"
,"任务类型","작업 유형"
,"任务系统","미션 시스템"
,"任务装备","임무 장비"
,"任务详情","작업 세부 정보"
,"任命书","약속 편지"
,"任意角色回合结束时，周期性赋予随机一名己方目标<color=#207cef>反击率上升</color>状态，持续<color=#207cef>1</color>回合。","모든 캐릭터의 라운드가 끝나면 무작위 대상에게 <color=#207cef> 1 </ color> 라운드 동안 주기적으로 <color=#207cef> 보복 률 증가 </ color> 상태가 부여됩니다."
,"任用许可","약속 라이센스"
,"仿三天刃傀儡","모조 3 일 블레이드 인형"
,"仿佛从童话中走出的魔法少女，与她相处时务必小心，她会偷走时间。","마치 동화 속을 걸어 나온 마법 소녀 같으니 잘 지내면 시간을 빼앗아 갈 수 있으니 조심하세요."
,"仿天刃傀儡","모조 하늘 블레이드 인형"
,"仿生蝾螈","바이오닉 도롱뇽"
,"伊丽莎白福克纳","엘리자베스 포크너"
,"伊凡","이반"
,"伊利克特拉吉本","Elektra 긴팔 원숭이"
,"伊利克特拉戴维","일렉트라 데이비드"
,"伊利克特拉拉尔夫","일렉트라 랄프"
,"伊利克特拉莫德","Elektra Mod"
,"伊夫力","Ifli"
,"伊夫琳金斯利","에블린 킹슬리"
,"伊夫琳马杰里","에블린 마저 리"
,"伊妮德","Enid"
,"伊娃","에바"
,"伊娃卡内基","에바 카네기"
,"伊娃达特","에바 다트"
,"伊文捷琳","Evangeline"
,"伊桑","에단"
,"伊梦尔","Imer"
,"伊甸","에덴 동산"
,"伊芙","이브"
,"伊芙琳","에블린"
,"伊芳","이팡"
,"伊莎妮尔","Isaniel"
,"伊莎薇儿","여자 이름"
,"伊莎贝尔","여자 이름"
,"伊莎贝尔乔希","이사벨 조쉬"
,"伊莎贝尔加入了战局，她和另一位黑曜骑士共同作战，将人马傀儡师完全挡在通天港外。而另一方面，纽带指挥官回到通天港，向首脑和女王提出一个让人吃惊的战术……","Isabel은 전투에 참여했고, 그녀와 또 다른 흑요석 기사는 Tongtian 항구에서 켄타우루스 인형 사단을 완전히 막기 위해 함께 싸웠습니다. 한편, 타이 사령관은 통천 항으로 돌아와 머리와 여왕에게 놀라운 전술을 제안했다 ..."
,"伊莎贝尔是一名毫无破绽的贵族典范，而不习惯应付贵族作风的维多利亚则更容易成为众矢之的。\n根骑士们所说，在流言蜚语最为严重的时期，维多利亚光是磨练枪术都有伺机暗杀的嫌疑，即使伊莎贝尔主动表现她们关系良好，也只会反衬她“忘恩负义”、“卑鄙无耻”。\n最后，正如维多利亚的自述一般，她不得不逃离了漩涡的中心——在奥托露娜的记录中，维多利亚并不是往来地表次数最多的，却是在地表停留时间最长的骑士。","이사벨은 흠이없는 고귀한 모델이고, 귀족적 스타일에 익숙하지 않은 빅토리아는 대중의 비판의 대상이 될 가능성이 더 큽니다.\n루트 기사들은 가장 심각한 소문의시기에 빅토리아가 자신의 창 기술을 암살 할 기회를 기다리는 혐의를 받았다고 말했다. 이사벨이 주도권을 가지고 좋은 관계를 보여 주더라도 그녀의 “감사함”을 대조 할 뿐이라고 말했다. 그리고 “비열한 수치”.\n결국, 빅토리아 자신의 계정과 마찬가지로 그녀는 소용돌이에 빠진 오토 루나의 기록의 중심에서 탈출해야했습니다. 빅토리아는 수면을 가장 자주 방문하는 사람이 아니라 수면에서 가장 오래 머무르는 기사입니다."
,"伊莎贝尔的攻击都有概率对目标造成减益状态；3技能会接触目标全部增益状态并造成不可强化状态，同时为自身提高速度。","이사벨의 공격은 대상을 디버프 할 확률이 있습니다. 3 개의 스킬이 대상의 전체 버프 상태에 닿아 강화되지 않은 상태를 유발하는 동시에 속도를 증가시킵니다."
,"伊莎贝拉","여자 이름"
,"伊莎迦娜","이사 가나"
,"伊莎黛儿","이사 도르"
,"伊莱哲","엘리제"
,"伊莱恩","일레인"
,"伊莲恩","일레인"
,"伊薇特","이베트"
,"伊藤 静","이토 시즈"
,"伊诺克","에녹"
,"伊贝丽丝","Iberis"
,"伊贝丽丝攻击单体敌方目标，有<color=#207cef>35%</color>的概率为随机<color=#207cef>1</color>名己方目标造成<color=#207cef>随机增益</color>状态，持续<color=#207cef>2</color>回合。","Iberis가 단일 적 대상을 공격하는 경우 자신의 대상이 <color=#207cef를 유발하면 무작위로 <color=#207cef> 1 </ color>이 될 확률이 <color=#207cef> 35 %</ color>입니다. > 랜덤 게인 </ 컬러> 상태 컬러 <대한=#207cef> 2 </ 컬러> 발사."
,"伊贝丽丝攻击单体敌方目标，有<color=#207cef>40%</color>的概率为随机<color=#207cef>1</color>名己方目标造成<color=#207cef>随机增益</color>状态，持续<color=#207cef>2</color>回合。","Iberis가 단일 적 대상을 공격하는 경우 자신의 대상 중 하나가 <color=#을 (를) 유발하면 <color=#207cef> 40 %</ color>가 무작위로 <color=#207cef> 1 </ color> 일 확률이 있습니다. 컬러 <대한 207cef> 랜덤 게인 </ 컬러> 상태=#207cef> 2 </ 컬러> 발사."
,"伊贝丽丝攻击单体敌方目标，有<color=#207cef>50%</color>的概率为随机<color=#207cef>1</color>名己方目标造成<color=#207cef>随机增益</color>状态，持续<color=#207cef>2</color>回合。","Iberis가 단일 적 대상을 공격하는 경우 자신의 대상 중 하나가 <color=#을 (를) 유발하는 경우 <color=#207cef> 50 %</ color>가 무작위로 <color=#207cef> 1 </ color> 일 확률이 있습니다. 컬러 <대한 207cef> 랜덤 게인 </ 컬러> 상태=#207cef> 2 </ 컬러> 발사."
,"伊贝丽丝最近成长得也太厉害了，明明她以前的个头和我差不多……","Iberis는 최근에 아주 많이 성장했습니다. 분명히 그녀는 저와 거의 같은 크기였습니다 ..."
,"伊贝丽丝用音波保护友军，为全体己方目标赋予<color=#207cef>防护罩</color>和<color=#207cef>状态抵抗上升</color>状态，<color=#e49c00>根据自身攻击力决定防护罩效果量</color>，持续<color=#e49c00>2</color>回合。","Iberis는 음파를 사용하여 아군을 보호하고 모든 대상에게 <color=#207cef> 보호 방패 </ color>와 <color=#207cef> 상태 저항 상승 </ color> 상태를 부여합니다. <color=#e49c00> 자신의 공격력 <컬러=#e49c00> 2 </ 컬러> 발사 지속 실드 </ 컬러>의 효과의 양을 결정한다."
