Confirmed,Id,Source,KOR
,"711120602","没关系！指挥官也请收下我这一把吧！刀具这种东西，无论多少都不会觉得多的！","괜찮아요! 지휘관님도 저 한 수만 받아주세요!칼 같은 것은 아무리 많아도 많지 않을 거야!"
,"711130100","指挥官，别把我当成山猫小队的孩子们啊，无论是实力还是岁数，我都在她们之上吧？","지휘관, 날 삵 소대 애들 취급하지 마. 내가 실력이든 나이가든 그 위에 있지?"
,"711130101","太关怀我的话，只会让我浑身不自在呀，就像对待普通的AG一样对待我就好啦！","너무 배려해주면 몸살 나니까 그냥 AG처럼 대해줬으면 좋겠어!"
,"711130200","在指挥官看来，我就是那种比较好战的AG吧！也没错啦，这就是我的天性嘛。","지휘관이 보기에 나는 호전적인 AG였지.맞아요. 이게 제 천성이잖아요."
,"711130201","“争强好胜”就是形容我这样的人，不对，这好像是个贬义词啊……","'승리부리기'는 바로 나 같은 사람, 아니 이건 나쁜 뜻 같은데..."
,"711130202","哎呀，随便啦！指挥官能明白我的意思就行！","아이고, 마음대로 해라! 지휘관이 내 뜻을 알면 된다!"
,"711130300","我为什么喜欢挑战别人？那还用问吗，当然是想变得更强了！","나는 왜 다른 사람에게 도전하는 것을 좋아합니까?더 강해지고 싶었지 뭐!"
,"711130301","每一场战斗可都是宝贵的经验啊，吸收这些经验就能让自己变得更强一些！","매 전투는 소중한 경험이다. 이러한 경험을 흡수하면 스스로를 더욱 강해질 수 있다!"
,"711130302","总不会有人讨厌自己变强吧？这可是每个人都具备的斗争心呐！","내가 강해지는 걸 싫어하는 사람은 없겠죠?누구나 가지고 있는 투쟁심이다."
,"711130400","在我看来，每个人都有自己强大的一面，不能光凭实力就去评定一个人呢，无论是谁都有能让我学习的地方。","내가 보기엔 누구나 강한 면이 있는데 실력만으로 사람을 평가할 수는 없는 것 아니냐, 누구나 나를 공부시킬 수 있는 부분이 있다."
,"711130401","啊，这么说来，我就从指挥官身上学到了不少东西呢！","아, 그러고 보니 지휘관한테서 많이 배웠네!"
,"711130402","嘿嘿，不知道指挥官有没有看出我的改变呢？","헤헤, 지휘관들이 내가 달라진 걸 눈치 챘을지 모르겠다."
,"711130500","能跟着指挥官真是太好啦，感觉永远都不会缺少对手呢！","지휘관을 따를 수 있어서 정말 좋았고, 영원히 상대가 부족하지 않을 것 같았다."
,"711130501","每天都能和不同的人较量一番，也多亏指挥官能纵容我这么胡来呢……","매일 한 번씩 다양한 사람들과 겨룰 수 있었던 것도 지휘관이 나를 내버려둔 덕분이었을 텐데…."
,"711130502","放心吧指挥官，为了报答你，以后无论碰到什么样的敌人，我都会用这把巨剑把它们全部劈开！","안심하라 지휘관, 앞으로 어떤 적을 만나도 이 거대한 검으로 모조리 찢어버릴 것이다!"
,"711130503","事不宜迟，现在就安排我去作战吧！","일이 늦어서는 안 되니 지금 나를 보내서 싸우도록 해라."
,"711130600","在指挥官的身上，嗅到到了和我一样的味道呢。","지휘관의 몸에서 나와 같은 냄새가 났네."
,"711130601","说不定你和我是一类人哦？只不过你没表现出来而已吧？","너랑 나랑 같은 부류일지도 몰라?단지 네가 티를 내지 않았을 뿐이지?"
,"711130602","哼哼，指挥官果然深藏不露呢！正好，这个狮子纹章就送给你吧。","끙끙, 지휘관은 역시 숨어 있었다.마침, 이 사자 문장을 너에게 주겠다."
,"711130603","这可是勇敢和果断的象征哦，指挥官的话，一定也有资格佩戴这个纹章吧。","용감함과 강단의 상징이다. 지휘관이라면 이 문장도 달 수 있지 않을까."
,"711290100","我是看到姐姐们都在纽带舰队，所以才想着跟过来的，听说指挥官这里的审查特别严格来着……","나는 언니들이 유대함대에 있는 것을 보고 따라오려고 생각했는데, 특히 지휘관의 검열이 엄격했다고 하는데…."
,"711290101","没那回事？真、真的能让我待在这里吗？谢谢您……","그런 일 없어 참, 정말 나를 여기에 있게 해 줄 알아?감사합니다."
,"711290200","姐姐她们……怎么感觉变化好大呀，她们真的是姐姐吗……？","언니들이..어쩐지 많이 변한 것 같애..진짜 언니들이 맞니..?"
,"711290201","指挥官您该不会对姐姐她们做了什么奇怪的事情吧……？","지휘관 혹시 언니들에게 뭔가 이상한 짓을 한 건 아니겠죠.?"
,"711290202","只是让她们遵循了自己原本的想法？唔、真令人费解呢……","자기 생각을 그대로 따르라고?참 이해가 안 가네요."
,"711290300","奶、奶油可不能吃呀！","우유, 버터는 먹으면 안 돼!"
,"711290301","……不，它对身体没有危害，只不过合成这些奶油的技术，是在我的体内……多少会让我感到一些，羞耻呢……","...아니 몸에 해롭지 않은 크림을 합성하는 기술이 내 안에 있을 뿐...다소 수치스러울까..."
,"711290302","咿、咿呀！？指挥官！我都说不能吃啦，您怎么还吃上了呢……","옹, 옹! 지휘관!못 드신다면서 왜 드셨습니까..."
,"711290400","咿呀！？怎、怎么连姐姐们也开始偷偷吃我的奶油了，都怪指挥官带起了这个风气，真是的……","옹알! 어쩜 언니들까지 내 크림을 몰래 먹기 시작했는데 지휘관이 이런 바람을 일으켰는지..."
,"711290401","没、没在生气啦，只是没想到姐姐她们的变化这么大，把我都吓了一跳呢……","아니, 화난 건 아니고, 언니들이 이렇게 많이 변할 줄은 몰랐는데 깜짝 놀랐어요."
,"711290402","咦？她们原本就是这样的吗？唔……","어? 원래 그런 애들인가?………"
,"711290500","在指挥官这里，我应该也有了不少变化吧？是不是更接近梅尔姐姐和托妮姐姐一些了呢？她们一直都是我的目标……","지휘관한테도 많은 변화가 있었겠지요?멜 언니와 토니 언니에게 좀 더 가까워졌을까.그들은 항상 내 목표였는데…"
,"711290501","按自己的想法做下去就行了？嗯！我会努力的！总有一天我会和姐姐她们一样成熟可靠……","자기 생각대로 하면 된다?응! 열심히 할게!언젠가 언니들처럼 성숙하고 든든할 텐데..."
,"711290502","指、指挥官！您在笑什么呢？我说了什么好笑的事情吗……","지, 지휘관님! 뭘 웃고 계십니까?내가 무슨 웃긴 얘기라도 했나..."
,"711290600","姐姐她们最近一直把我溢出来的奶油装在罐子里，不知不觉都堆满半个房间了……","언니들은 요즘 내가 넘친 크림을 항아리에 담아다 보니 어느새 방 반쪽이 쌓여있는데..."
,"711290601","指挥官，您快拿走一些吧！看着这些奶油要被姐姐们拿去出售了，总觉得好害羞呀……","지휘관, 어서 가져가십시오!이 크림을 언니들이 팔려고 하는 걸 보고 있자니 부끄럽다…"
,"711290602","虽、虽然大家都说这些奶油很好吃，我挺开心的，但是一看到她们吃我的奶油，心里还是觉得很羞耻……","다들 맛있다고 해서 기쁘지만 내 크림을 먹는 걸 보면 부끄럽기도 하고..."
,"711290603","所以，就让指挥官来把这些奶油给解决了吧……！","그러니 지휘관이 크림을 풀어주게…!"
,"830010100","今天也辛苦您了，指挥官。哎呀，我说这个会很唐突吗？怎么会呢！","오늘도 수고 많으셨습니다, 지휘관님.아이고, 내가 이걸 말하면 좀 당황스러울까요?그럴 리가요!"
,"830010101","您一直都这么辛苦地处理各种事项，还总是为我们着想，我对您表示感谢才是应该的哦。","이렇게 힘든 일 처리하고 항상 저희를 생각해주신다면 제가 감사드리는 것이 당연한 일입니다."
,"830010200","又有一个任务告一段落了。真不可思议，我们竟然在不知不觉间完成了这么多任务，解决了这么多看似不可能的问题.。","또 하나의 임무가 일단락되었다.우리가 자신도 모르는 사이에 이렇게 많은 임무를 완수하고, 불가능해 보이는 문제를 이렇게 많이 해결하게 되다니 정말 놀랍다."
,"830010201","好像只要跟指挥官在一起，我们就什么都能办到一样。","지휘관과 함께라면 무엇이든 해낼 수 있을 것 같았다."
,"830010300","指挥官您看，今天世界的版图又发生了一些变化。","지휘관님, 보십시오. 오늘날 세계의 판도에 또 약간의 변화가 생겼습니다."
,"830010301","人们正在收复失地，其中一片正是我们的战果。","사람들이 잃어버린 땅을 되찾고 있는데, 그중 하나가 바로 우리의 전과다."
,"830010302","而我作为单独的个体，能跟伙伴们、跟您一起为了这个世界而努力，我感到非常地幸运与光荣。","저는 단독 개체로써 동료들과, 당신과 함께 이 세상을 위해 노력할 수 있어 매우 행운과 영광입니다."
,"830010400","指挥官，每次我到地表战斗的时候都会想，这片土地、这座城市曾经是什么样子的呢；","지휘관, 나는 지표면에 나가 싸울 때마다 이 땅, 이 도시가 어떤 모습이었을까 하는 생각을 했다."
,"830010401","如果没有战争，我所击毁的那些傀儡原本又该是什么样子的呢。","전쟁이 없었다면 내가 쳐부순 괴뢰들은 원래 어떤 모습이었을까."
,"830010402","每次想到这些，我都会觉得……非常可惜。","그런 생각을 할 때마다…. 너무 아쉽다."
,"830010500","一起来改变世界吧！","함께 세상을 바꾸자!"
,"830010501","每次我对伙伴们说这句话的时候，她们都会露出疑惑不解的表情。","내가 동료들에게 이 말을 할 때마다 그들은 의아한 표정을 지었다."
,"830010502","但我相信指挥官会明白的——我想改变世界，将她变成没有战争、没有痛苦、大家都能获得幸福的样子。","그러나 나는 세계를 전쟁도, 고통도, 모두가 행복할 수 있는 모습으로 바꾸고 싶다는 것을 지휘관이 알게 될 것이라고 믿는다."
,"830010503","指挥官，您愿意和我一起，改变世界吗？","지휘관님, 저와 함께 세상을 바꾸실래요?"
,"830010600","指挥官，我有一样东西想给你看……这是一张旧时代的照片。","지휘관, 보여주고 싶은 게 하나 있는데…. 구시대 사진이다."
,"830010601","当时傀儡战争还没有爆发，高楼与树木自然生长，人们走在街道上，从不担心自己会突然失去生命。","당시 괴뢰전쟁은 발발하기 전이었고, 고층 건물과 나무들이 자연스레 자라고 있었고, 사람들은 거리를 걸으며 갑자기 목숨을 잃을지도 모른다는 걱정을 하지 않았다."
,"830010602","据说这是在我出生的那年拍摄的，我却完全没有印象，于是再看一遍相同的风景就成为了我的梦想。","내가 태어난 해에 촬영했다고 하는데 전혀 기억이 나지 않아 같은 풍경을 다시 보는 게 꿈이 됐다."
,"830010603","现在，我想把我的梦想分享给指挥官您，您愿意收下这张照片吗？","이제 저의 꿈을 지휘관님께 공유하고 싶은데, 이 사진을 받아주시겠습니까?"
,"830060100","你的指挥水平不错嘛，很清楚我的力量该用在哪里。","너의 지휘 수준이 괜찮구나, 내 역량을 어디에 써야 할지 잘 알아."
,"830060101","真意外，我原本还以为你和我之前见过的人们一样，是个更无知的人呢。","뜻밖에도 나는 네가 내가 전에 만났던 사람들처럼 더 무식한 사람인 줄 알았다."
,"830060200","虽然有一句话叫“无知是福”，但我猜，你想追求的应该不是这种程度的东西吧？","'무지가 복'이라는 말이 있지만, 이 정도 추구하고 싶은 건 아니겠지?"
,"830060201","呵呵，真不错，我开始期待你知道真相时的表情了呢。","ㅎㅎ,좋아,나는 네가 진실을 알았을 때의 표정을 기대하게 되었어."
,"830060300","再给你一点提示吧，我在特殊的环境中、带着特殊的力量诞生，可别将我和其他AG混为一谈哦。","조금만 더 힌트를 드릴게요. 제가 특별한 환경에서 특별한 힘을 가지고 태어났는데, 저를 다른 AG와 혼동하지 마세요."
,"830060301","好，现在轮到你了，和我说说你的理解和猜想吧？","자, 이제 네 차례야. 너의 이해와 추측을 나에게 말해 볼래?"
,"830060400","看来你对「天鹅计划」毫不知情呢，「奥托露娜重工」是怎么向你解释的呀？“公主受到诅咒变成天鹅”？","'스완 프로젝트'에 대해 전혀 모르시나 봐요. '오토루나중공업'은 어떻게 설명하나요?공주가 저주받으면 백조가 된다?"
,"830060401","那是童话故事里的内容吧，虽然是个有趣的比喻，但成为「天鹅」可不是什么诅咒，你别误会哦。","동화 속 내용이지요. 재미있는 비유지만 백조가 되는 것은 무슨 저주가 아니니 오해하지 마세요."
,"830060500","哎呀，难道你是在担心我，甚至想当「天鹅」的王子大人吗？没想到你会有这种想法呢，确实比一般的人类更有意思。","아이고, 백조의 왕자님이 되고 싶을 정도로 저를 걱정하시는 겁니까?이런 생각을 할 줄이야, 확실히 일반 인간보다 더 재미있어."
,"830060501","呵呵，如果你的优秀真的能超越你的种族，要和我这个高等生物建立感情，也不是不可能哦？","허허, 당신의 훌륭함이 정말 당신의 종족을 초월할 수 있다면, 이 고등 생물과 정을 맺어야 하는데, 불가능한 것도 아닙니다."
,"830060600","你真是一个特别的人类啊，所做的选择每次都能出乎我的意料，看来，我终于找到和我平等的生物了呢。","당신은 정말 특별한 인간입니다. 선택은 매번 나의 예상을 뒤엎을 수 있습니다. 보아하니 나는 마침내 나와 대등한 생물을 찾았군요."
,"830060601","来，收下我们友谊的证明吧。可别把它弄丢了哦，这是我的羽翼，也是帮助你通往全知的钥匙，至于怎么用就是看你自己的了。","자,우리 우정의 증명서를 받아라.잃어버리지 마, 이건 내 날개야, 너의 전지(全知)로 통하는 열쇠야, 어떻게 쓰느냐에 달려 있어."
,"830060602","呵呵呵，以你的能力，这点小小的谜题应该难不倒你吧？","허허허, 네 능력으로 이 정도 작은 수수께끼는 너를 난처하게 만들 수 있겠지?"
,"830070100","怎么了，又有任务了吗？唔……不是任务就别跟我搭话了。","왜 그래, 또 임무가 있어?우...임무가 아니면 말 붙이지 마."
,"830070101","我只负责训练和战斗，不负责也不擅长跟别人闲聊，你也别做这种无意义的事情了。","나는 훈련과 전투만 할 뿐 책임지지 않고 남들과 수다를 떠는 것도 서툴러서 그런 무의미한 짓은 하지 마라."
,"830070200","为什么你总要关心我追求力量的理由，好奇吗？还是说这就是你身为“指挥官”的工作？哈，真是可笑。","왜 자꾸 내가 힘을 추구하는 이유가 궁금하니?그게 바로 '지휘관'으로서 하는 일인가.하, 정말 웃긴다."
,"830070201","但我劝你还是别问了吧，像你这种坐在安全的地方俯瞰战场的大人物，就算我回答了你也不会理解的。","그래도 묻지 말라고. 안전한 곳에 앉아 전쟁터를 내려다보는 당신 같은 큰 인물은 내가 대답해도 이해 안 할 거야."
,"830070300","真是奇妙，明明我没有改进过挥剑的方式，也不觉得自己的力量有多少长进；","나는 분명 검을 휘두르는 방식을 개선한 적이 없으면서도 내 힘이 얼마나 향상되었는지 알지 못했다."
,"830070301","可最近获得的战果却明显超出了我的能力范围，是你的指导在发挥作用吗……","그런데 최근에 얻은 전과는 내 능력을 훨씬 뛰어넘는, 당신의 지도가 작용하고 있는 건가요."
,"830070302","原来如此，你的指挥也是“力量”的一种啊，看来之前误会你了。","그렇군요. 당신의 지휘도 일종의 '힘'이었군요. 당신을 오해했나 봐요."
,"830070400","我并不是那种喜欢跟人合作的性格，但是不得不承认，你的指挥确实帮了我的大忙。","다른 사람과 작업하는 것을 좋아하는 성격은 아니지만, 너의 지휘가 나를 많이 도와줬다는 것은 인정할 수 밖에 없다."
,"830070401","我对你刮目相看了，最近我的发挥越来越好也都是你的功劳。","최근 내가 점점 더 잘한 것도 모두 네 덕분이야."
,"830070402","嗯？是我自己改变了吗？唔……我不觉得自己有什么变化，是你的错觉吧。","응? 내가 바뀌었나?ㅎㅎ 난 내가 변했다고 생각하지 않아, 너의 착각이지."
,"830070500","你之前问过我追求力量的理由对吧，现在我实话告诉你，没有理由。","네가 전에 나에게 힘을 추구하는 이유를 물었잖아. 지금 내가 솔직히 말해줄게. 이유가 없어."
,"830070501","在这个害虫横行的世界上，人们积攒数十年的人生全都像泡沫一样脆弱。","해충이 난무하는 세상에서 수십 년을 쌓아온 삶은 온통 거품처럼 취약하다."
,"830070502","我们所有人都是被迫拿起武器的，为了保护自己，为了守护重要的事物，为了不让懊悔的痛苦吞噬自己……","우리 모두는 무기를 들게 되었고, 자신을 보호하기 위해서, 중요한 것을 지키기 위해서, 후회의 아픔이 자신을 삼키지 않도록..."
,"830070503","我吗？我大概是……不想浪费自己这条“昂贵”的性命吧。","나라요? 나는 아마...비싼 내 목숨을 낭비하고 싶지 않겠지요."
,"830070600","……哎，你能收下我这支口琴吗？","…아휴, 이 하모니카 좀 받아 줄래요?"
,"830070601","啊，别误会了，我不是要送给你，我只是希望你能帮我收好它而已。","아, 오해하지 마. 내가 너한테 주려고 한 게 아니라 그냥 받아줬으면 좋겠어."
,"830070602","这是非常重要的东西，但是对于现在的我来说，它太过沉重了……","굉장히 중요한 물건인데 지금의 나에게 너무 무겁고..."
,"830070603","所以，我想把它放在安全的地方，交给值得信赖的人保管，怎么样，你愿意负起这个责任吗，指挥官？","그래서 안전한 곳에 두고 신뢰할 수 있는 사람에게 맡기는 게 어떻겠냐, 지휘관님?"
,"830110100","布鲁是山猫小队的早期型号，也就是说，我是大家的前辈！","브루는 링스 소대의 초기 모델이다. 그러니까, 나는 여러분의 선배다!"
,"830110101","指挥官要是想了解山猫小队的话，都可以来问一问我喵！","지휘관이 링스 소대에 대해 알고 싶으면 어디든 물어보라 야옹!"
,"830110200","山猫小队里有很多年幼的孩子，她们还小，所以不怎么听话喵，有时候也很调皮，到处做恶作剧。","삵 소대에는 아직 어린 아이들이 많아 말을 잘 듣지 않고 때로는 장난을 치기도 한다."
,"830110201","我已经尽力管好她们了，指挥官也要多点注意她们喵。","나는 최선을 다해 그들을 단속했고, 지휘관도 야옹이를 좀 더 신경 써야 했다."
,"830110300","照顾山猫小队大家是有点辛苦，我虽然是她们的前辈，不过她们也不怎么听我的话，还经常闯祸，让大家都很头疼……","삵 소대들 챙기기는 좀 힘들고, 내가 선배이긴 하지만 내 말을 잘 안듣고 사고도 많이 쳐서 다들 골치 아프고..."
,"830110301","不过指挥官为我分担了很多，比起布鲁以前一个人照顾她们，现在要轻松许多啦。","그러나 지휘관은 내게 많은 것을 분담해 주었고, 브뤼가 예전보다 홀가분해졌다."
,"830110400","呼——累了我一整天，照顾大家真的很累人。","휴-하루 종일 피곤했는데 돌보기가 너무 힘들었어요."
,"830110401","这种时候只想待在指挥官这边，还是在你的身边更轻松一些喵！感觉就连鲷鱼烧都变得更好吃了。","이럴 땐 지휘관만 있고 싶은지, 네 옆에 있는 게 더 편해!도미야키까지 더 맛있는 것 같아요."
,"830110402","嗯？布鲁没骗人哦！不信指挥官也尝尝这个鲷鱼烧，看看是不是变得更好吃啦？","응 브루는 거짓말 안 했어!못 믿겠어 지휘관도 도미야키 먹어봐. 더 맛있어지는 거 아니야?"
,"830110500","指挥官，能让我稍微靠着你一会吗？就是这样喵，布鲁偶尔也想像现在这样对指挥官撒娇呢。","지휘관, 잠깐 기대게 해 줄래요?그런 야옹, 브루도 가끔씩 지금처럼 지휘관에게 애교 부리고 싶었거든."
,"830110501","嘻嘻，靠着指挥官就像睡在自己的床上一样，布鲁感觉特别安心！","히히, 지휘관에게 기대어 자기 침대에서 자는 것 같아, 브루는 무척 안심했다!"
,"830110502","不过可不能让凯蒂她们看见了，不然她们肯定会想着捉弄我了。","하지만 케이티에게 보여주지 않으면 나를 놀릴 생각이었다."
,"830110600","指挥官，请尝尝这个！这是布鲁第一次亲手做的鲷鱼烧！","지휘관, 이것 좀 드셔보세요!브루가 처음으로 직접 만든 도미야키!"
,"830110601","没想到鲷鱼烧做起来那么困难，布鲁失败了好多次才终于成功……","도미야키가 그렇게 힘들 줄이야.브루는 여러 번 실패하고서야 겨우 성공하고…"
,"830110602","好吃吗？太好了喵，以后我可以每天都做给指挥官吃了！咦？不用每天吗？那布鲁每天都做给自己吃吧！","맛있다고 야옹, 난 앞으로 매일 지휘관에게 만들어 줄 수 있을 거야!어? 매일 안 해도 돼?그럼 브뤼는 매일매일 만들어 먹읍시다!"
,"830120100","怎么，找我希尔维娅大人有事吗？哦，想和我聊聊奥托露娜女王陛下？","왜, 힐비아 씨한테 볼일 있으세요?네, 저하고 오톨루나 여왕에 대해 이야기하고 싶어요?"
,"830120101","这当然没问题，不过既然要提及女王陛下的尊名，可要准备与之相配的红酒才行哟！","물론입니다. 그래도 여왕 폐하의 존명을 거론할 바에는 그에 어울리는 와인을 준비해야 합니다."
,"830120200","我和女王的友谊起源于我们的孩提时代，当时她视我为密友，我当然也要以忠诚作为回报了！","나와 여왕의 우정은 당시 그녀가 나를 가까운 친구로 여겼기 때문에 당연히 충성으로 보답해야 한다."
,"830120201","至于更详细的故事嘛，嗯……如果我们的友谊能再进一步的话，或许我会讲给你听吧！","좀 더 자세한 이야기는 음... 우정이 좀 더 진전되면 내가 들려줄까?"
,"830120300","女王陛下曾经在绝望中拯救了我，那时我还是个爱哭的小女孩……干、干嘛那样看着我？谁都有那个时候的吧！","여왕 폐하께서 절망을 딛고 저를 구해주셨을 때 저는 울보던 어린 소녀였습니다. 왜 저를 그렇게 쳐다보셨습니까?누구나 그럴 때가 있겠지!"
,"830120301","咳、我的意思是，真正的领袖是会给予属下希望的，你可要牢记这一点哦，指挥官阁下！","참, 진정한 리더는 부하들에게 희망을 준다는 것을 명심하세요, 지휘관 각하!"
,"830120400","指挥官阁下，我已经确信了，你的作战指挥简直可以用“艺术”来形容！对于女王陛下和奥托露娜来说，你一定是一位优秀的合作者吧！","지휘관 각하, 당신의 작전 지휘는 '예술'이라고 말할 수 있을 정도로 확실합니다!여왕 폐하와 아우토루나에게 당신은 훌륭한 협력자였겠지요!"
,"830120401","好了，既然你获得了我的认可，那就坦诚地为此欢呼吧！我从来不会吝惜对优秀者的夸奖，你也别客气哦！","자, 기왕 당신이 나의 인정을 받았으니, 솔직하게 환호해 주세요!나는 우수자에 대한 칭찬을 아끼지 않을 테니, 너도 사양하지 마라!"
,"830120500","为我倒杯酒，作为我们彼此认可的庆贺吧，指挥官阁下！","나를 위해 술을 한 잔, 우리 서로가 인정하는 축하의 의미로, 지휘관 각하!"
,"830120501","从山海之间到与星辰毗邻，无论是险境迭生的战场，还是纸醉金迷的夜宴，我们之间的牵绊将萦绕在这漫长的旅途。","산해에서 별과 가까운 곳에 이르는 험난한 전쟁터, 금빛 밤의 향연이 우리의 발목을 잡는다."
,"830120502","唉，只愿女王陛下保佑我们用不失散，不然我要思念的人可又多了一个……","에휴, 오직 여왕 폐하께서 우리를 지켜 주시기를. 그렇지 않으면 그리울 사람이 하나 더 생겼을 텐데."
,"830120600","上次喝光你的私藏真是不好意思，不过，像我这种淑女可是有准备回礼的哟，给，我家酒窖出产的红酒。","지난번에 너의 숨겨둔 것을 다 마시게 되어 정말 미안하지만, 나 같은 숙녀에게는 답례할 준비가 되어 있어, 자, 우리 집 와인 저장고에서 생산된 와인이야."
,"830120601","年份我没注意，总之几十年是有的，万一你以后被革职了，光把瓶子卖掉也够你生活一段时间——","연도에 신경 안 썼어. 어쨌든 몇 십 년은 있었지. 만약 네가 나중에 파면 병만 팔아도 네가 살아갈 수 있을 거야-"
,"830120602","哎呀，我开玩笑的。好啦，把它打开然后斟满两杯酒，为彼此举杯吧！准备好为我的世界赋予新的色彩了吗，指挥官阁下？","아이고, 장난이에요.자, 열어 놓고 술을 두 잔 가득 따라 서로에게 건배합시다!내 세상에 새로운 색깔을 입힐 준비가 되었습니까, 지휘관 각하?"
,"830140100","能在这里服役是件很幸福的事，这里有蕾拉前辈、蕾奥妮还有指挥官。","이곳에서 복무할 수 있다는 것은 매우 행복한 일로, 여기에는 라일라 선배와 레오니, 그리고 지휘관이 있다."
,"830140101","当然，最重要的是不限量供应的甜食！","물론 가장 중요한 것은 무제한으로 제공되는 단 음식이다!"
,"830140200","甜食可是有很多好处的喔！比如能舒缓压力，给人带来愉悦的心情，甚至还能治疗抑郁症呢！","단 음식은 정말 좋은 점이 많아요!예를 들어 스트레스를 풀어주고 기분을 좋게 해주며 우울증까지 치료해준다."
,"830140201","所以其实我不是馋，是压力太大啦，真的！","그래서 난 사실 먹고 싶은 게 아니라 스트레스가 너무 심해서 그래, 진짜!"
,"830140300","蕾拉前辈、蕾奥妮还有指挥官……只要待在大家的身边，就没有什么困难能阻挡我啦！","라일라 선배님과 레오니, 그리고 지휘관…. 여러분 곁에 있는 한 나를 막을 수 있는 어려움은 없습니다!"
,"830140301","如果真的有……那就给我一块蛋糕吧！","만약 정말…있다면, 케이크를 하나 주세요!"
,"830140400","咦？让我来当队长？虽然我很早就加入空降师团了，但这是两回事喔。","어? 내가 리더가 되라고?나는 일찌감치 공수사단에 합류했지만 이는 별개였다."
,"830140401","我可没有前辈的气场，像蕾拉前辈那样的威严感，我是学不来的啦！我的话还是更适合听从蕾拉前辈的指挥去战斗呢！","저는 선배다운 카리스마가 없고, 라일라 선배 같은 위엄은 못 따라해요!내 말은 역시 라일라 선배의 지휘를 받아 싸우는 게 더 어울릴까!"
,"830140500","或许某一天，有人能取代我心中甜食的那个地位喔？","혹시 언젠가 누군가 내 마음속 단 음식의 그 자리를 대신할 수 있을까?"
,"830140501","什么啦，指挥官那么惊讶干什么？","뭐야, 지휘관이 그렇게 놀래서 뭐 해?"
,"830140502","我对甜食其实也没那么执着吧？喏，这个牛奶糖就给你吧。","저도 사실 단 음식에 그리 집착하지 않죠?자, 이 우유 사탕을 너에게 주마."
,"830140600","突然把指挥官叫出来也不是什么重要的事情啦，只是平时这么照顾我。","지휘관을 불쑥 불러내는 것도 대수롭지 않게 평소 나를 배려했다."
,"830140601","心里总有点过意不去呢……这个就送给指挥官你吧！","좀 미안한데… 이건 지휘관님께 드려요!"
,"830140602","虽然比起指挥官对我的关照来说只是微不足道的回礼，今后也请多指教啦！","지휘관의 배려에 비하면 보잘것없는 답례지만, 앞으로도 잘 부탁드린다."
,"830160100","嘻嘻，指挥官的关心我就收下啦。","히히, 지휘관의 관심은 내가 받는다."
,"830160101","不过没关系啦，我没那么容易受伤，只是要注意装备的磨损情况而已啦。","하지만 괜찮아, 난 쉽게 다치진 않았어. 다만 장비 마모에 신경써야겠어."
,"830160200","高义肢率改造也没有大家说的那样可怕啦，我现在不还是和其他人一样正常地战斗和生活吗？","높은 지율의 개조도 말만큼 무섭지 않다."
,"830160300","这些都是阵线的科学家们的功劳喔。虽然刚开始很不习惯这个身体，不过现在已经完全没问题了喔！","이것들은 모두 전선 과학자들의 공로이다.처음에는 이 몸이 불편했지만 지금은 전혀 문제없어요!"
,"830160301","无论是战斗还是日常生活，如今我都已经得心应手啦。","전투도 일상도 이젠 손에 익었다."
,"830160400","只要生命能够延续，未来就有无限的可能性，可不能轻易地给自己的未来划上句号……","생명이 연장되는 한 미래는 무한한 가능성이 있고, 쉽게 자신의 미래에 종지부를 찍지 못하는데…"
,"830160401","所以我更应该积极地去面对今后的生活，指挥官，你说是吧？","그래서 나는 더욱 적극적으로 앞으로의 생활에 임해야 한다. 지휘관, 그렇지?"
,"830160500","要是当初没有接受改造手术，我肯定就活不下来了吧……","만약 애초에 리모델링 수술을 받지 않았다면 난 못 살았을 텐데…"
,"830160501","全靠阵线的科研人员为我打造的这副身躯，我才能与指挥官和大家见面，这就是我最大的幸运啦。","전선의 과학자들이 나를 위해 만들어준 이 몸 덕분에 지휘관과 여러분을 만날 수 있었던 것이 큰 행운이었다."
,"830160600","指挥官一直这么关心我，害其他人都开始羡慕起来了……","지휘관이 계속 내게 관심을 가져주니 다른 사람들이 부러워하기 시작하는데…"
,"830160601","我也挺不好意思的啦！明明你不用那么关心我的……","나도 좀 쑥스럽네!나한테 신경 안 써도 되는데..."
,"830160602","但是菲蒂我，真的感到很高兴……所以我想把这个给你！","하지만 피티 나는 정말 기쁘다…그래서 나는 이것을 너에게 주고 싶다!"
,"830160603","虽然我没什么拿得出手的东西，只能送你这种寒酸的礼物，但也是我重要的收藏之一喔！","비록 내가 내세울 만한 것이 아무것도 없고, 너에게 이런 초라한 선물을 줄 수 밖에 없지만, 또한 나의 중요한 소장품 중의 하나이다!"
,"830170100","怎么了，指挥官？如果您对锻米尔的技术感兴趣，去询问奈莎小姐会更好……","왜, 지휘관?단조밀의 기술에 관심이 있으시면 나이사 양에게 물어보시는 게 좋을 텐데…"
,"830170101","只是想和我聊聊？可是，我没什么值得一说的话题……","그냥 나랑 얘기 좀 하고 싶었어.하지만, 나는 별로 말할 만한 이야기가 없다."
,"830170200","我是一名普通的侦察人员，在成为AG之前，也只是协助锻米尔学会，进行了一些临床试验而已……","나는 평범한 정찰요원이고 AG가 되기 전에도 단조미르학회에 협조해 약간의 임상시험을 했을 뿐인데..."
