Confirmed,Source,KOR
,"想尝尝看吗？这可是产自奥托露娜的名牌棒棒糖哦，心怀感激地收下吧！","먹어보고 싶으세요? 오톨루나에서 생산된 명품 막대사탕이에요. 고마운 마음으로 받아보세요!"
,"不要老是大呼小叫，希尔维娅。就不能用你那个比棒棒糖还简单的大脑好好想想吗？","자꾸 소리 지르지 마, 실비아.막대사탕보다 더 간단한 네 두뇌로는 생각해 볼 수 없니?"
,"你们一直在盖这些硬邦邦的被子吗？真没办法，我让我家多送些好被子过来吧，记得来换啊！","너희는 줄곧 이 딱딱한 이불을 덮고 있니?어쩔 수 없이 우리 집에 좋은 이불을 많이 배달해 오라고 했지. 기억해서 갈아끼워!"
,"这里没有按摩服务吗？哼，真不周到！","여기 마사지 서비스는 없나요?흥, 정말 주도면밀하지 못하다니!"
,"喂喂，希尔维娅，不要一洗澡就唱歌啊！你是猴子吗？！","야, 실비아, 샤워만 하면 노래 부르지 마!너 원숭이야?!"
,"虽然不想和地底人有什么往来，不过你们的按摩手法不错，我就勉为其难地允许你们接触我吧！","땅 밑 사람과 무슨 왕래를 하고 싶지는 않지만 마사지 솜씨가 좋으니 억지로라도 접촉을 허락해 주게나."
,"跟随奥托露娜的指引，跟随白银骑士团的旗帜，冲锋吧！","오토루나의 안내를 따라, 은 기사단의 깃발을 따라 돌격하라!"
,"我听到啦！","나는 들었다!"
,"进攻！","공격!"
,"冲锋！","돌격!"
,"没看到我的旗帜吗？","내 깃발 못 봤어?"
,"不臣服者没有存在的必要！","승복하지 않는 자는 존재할 필요가 없다!"
,"应属女王陛下的大地，由我来守护！","여왕 폐하의 대지를 내가 지켜주리라!"
,"感受女王陛下的仁慈吧！","여왕 폐하의 인자함을 느껴보세요!"
,"搞什么啊！","뭐야!"
,"碍手碍脚！","거추장스럽습니다!"
,"竟然让尊贵的夏洛特大人受伤……这是你的失职！","귀한 샬럿을 다치게 하다니…. 네 불찰이야!"
,"如果下一次还输给它们，你就给我引咎辞职吧！","만약 다음에 또 그들에게 진다면,너는 나에게 책임을 지고 사퇴해라."
,"我即是白银骑士团，我即是奥托露娜，我即是女王陛下的荣耀！","내가 백은 기사단이고, 내가 오토루나이고, 내가 여왕 폐하의 영광이다!"
,"哼，一群污秽的生物，弄脏我们骑士团的旗帜了。侍从！有侍从吗？帮我擦一下！","흥, 더러운 생물들이 우리 기사단의 깃발을 더럽혔네.시종! 시종 있습니까?닦아주세요!"
,"哼，就像嚼碎棒棒糖一样简单！","흥, 막대사탕 깨물듯 간단하다!"
,"又要多一枚勋章了吗？哎呀呀呀，再多几个可就要超过希尔维娅的脑细胞数量了哦。","훈장이 또 하나 더 필요합니까?아이고, 아이고, 몇 개만 더 있으면 실비아의 뇌세포 수를 넘어설 거야."
,"竖起我们的旗帜吧，指挥官阁下！最强的骑士与最强的指挥官，我们一定会辅佐女王陛下，成就不世的伟业与荣光！","우리의 깃발을 세우십시오, 지휘관 각하!최강의 기사와 최강의 지휘관, 우리는 반드시 여왕 폐하를 보좌하여 불세출의 위업과 영광을 이루겠습니다!"
,"怎么，找夏洛蒂大人我有事吗，嗯？我是带着棒棒糖战斗啊，不行吗。","왜, 샬로티 대인 찾을 일 있어, 응?내가 막대사탕 들고 싸웠는데 안 되겠어."
,"还是说你也想吃？哼，这可是我的个人财产哦，想觊觎它，你还早一百年呢！","아니면 너도 먹고 싶다고?흥, 이건 내 개인 재산이야, 넘보고 싶어. 넌 아직 100년이나 일러."
,"我为什么喜欢青苹果味的棒棒糖？因为女王陛下夸过啊！","나는 왜 풋사과 맛의 막대사탕을 좋아합니까?여왕께서 칭찬하셨으니까요!"
,"作为和女王陛下一起长大的人，无论是棒棒糖，还是生活习惯，或是选择合作者——也就是你，我们当然都要保持一致了！","여왕 폐하와 함께 자란 사람으로서, 막대사탕이든, 생활습관이든, 협력자를 선택하든지--당신이라면 당연히 일치해야죠!"
,"你以后还是用名字来称呼我吧，虽然「金盏」这个代号也不错，但毕竟没有名字顺口嘛。","금잔이라는 코드도 좋지만 입에 딱 맞는 이름은 없잖아요."
,"嗯？什么嘛，我只是允许你喊我的名字而已，才不是关系变亲密了的意思，你可不要有什么过分的想法哦！","응? 뭐야, 난 그냥 내 이름만 불러줄 뿐이지, 친해졌다는 뜻은 아니잖아, 너 지나친 생각 하지 마!"
,"喂，最近你对我怎么这么热心啊，难道想讨好我这个尊贵的白银骑士团旗手？好吧，算你有见识。","야, 요즘 나한테 왜 이렇게 열성적이냐, 설마 은 기사단 기수 같은 내게 잘 보이려고?좋아, 네가 식견이 있는 셈이지."
,"不过与其讨好我，还不如好好完成奥托露娜和女王陛下给你的任务呢！嗯？目前我对你的评价？嗯……马马虎虎，还过得去吧，哼！","하지만 제게 잘 보이느니 차라리 오토루나와 여왕 폐하께서 주신 임무를 잘 완수하세요!응? 지금 내가 너에 대한 평가는?음...그냥저냥 괜찮지, 흥!"
,"最近女王陛下派给你的任务，你都做得不错嘛！继续保持这种势头吧，说不定我以后会把你收作家臣哦。","요즘 여왕 폐하께서 보내신 과업 잘 하셨습니까?이런 추세 계속 유지하세요. 나중에 제가 당신을 가신으로 모실지도 몰라요."
,"嗯？这个说法听起来很傲慢？什么嘛，身为贵族的我说出这种话，意思当然是感谢你为我做的事啦，难道没有礼物就不叫感谢了吗！","응? 이 견해는 매우 오만하게 들린다?뭐야, 양반인 내가 이런 말을 하는 것은 당연히 네가 해준 일에 감사한다는 뜻이지, 선물이 없으면 고맙다는 소리 안 하냐!"
,"这罐棒棒糖就送给你啦，来拿好，能抽出什么颜色就看你的了！","이 막대사탕은 너에게 줄게. 와서 잘 가져와. 무슨 색을 낼 수 있으면 너의 것을 봐라!"
,"我之前可不是小气哦，只是因为贵族不会把重要的东西轻易送给别人而已……","전 좀 인색한 편이 아니었어요. 귀족이 중요한 걸 남에게 쉽게 안 줘서 그랬을 뿐인데..."
,"对了，前几天是不是希尔维娅也送你礼物了？快说，送的什么？红酒？嘁，那我岂不是要被她比下去了……","참, 엊그제 실비아 씨도 선물을 드렸죠?빨리 말해, 뭘 보낸 거야?와인 자, 그럼 난 걔한테 밀리는 거 아니야..."
,"指挥官，把罐子还给我，我去给你换个礼物！无论如何也不能比希尔维娅的差！","지휘관, 캔 돌려줘. 내가 가서 선물을 바꿔줄게!아무래도 실비아보다 뒤질 수 없다."
,"呀，我是七武士里的胡桃，也可以叫我「鬼金棒」哦！你的队伍一直在燃烧青春，实在是太吸引人啦，我都不想在外野席观战了！以后有什么事都算我一个吧！","야, 나는 칠무사의 호두야, 나보고 귀신 금봉이라고 불러도 돼!너의 대오가 줄곧 청춘을 불태우고 있다.정말 사람을 매료시킨다.나는 외야석에서 관전하고 싶지도 않다!앞으로 무슨 일이 있어도 나 혼자 끼워줘!"
,"呀，你回来啦，赛场外的世界怎么样啊？","야, 너 돌아왔어, 경기장 밖의 세계는 어때?"
,"哦哦，你差点就来晚啦，比赛马上就要开始了哦！","오오, 너 늦을 뻔했구나, 경기가 곧 시작되겠다!"
,"你知道棒球这种运动吗？现在这场战争跟球赛是一个道理哦，虽然我们是防守方，但只要把球打回去，就能反守为攻啦！","너 야구 이런 거 알아?지금 이 전쟁은 구기 시합과 같은 이치입니다. 비록 우리가 수비방이지만 공을 되돌려 놓기만 하면 공격으로 전환할 수 있습니다."
,"我的武器叫「金棒」！在我老家啊，会说我这种恶鬼拿上大棒是“如鬼添棒”，跟“如虎添翼”是一个意思哦，听起来很强吧！","나의 무기는 '금봉'입니다!내 고향에서는 나 같은 악귀에게 큰 몽둥이를 드는 것을 '귀신첨봉'이라고 할 수 있고, '범처럼 날개를 단다'와 같은 뜻일 텐데, 듣기에 강하지!"
,"嗯？“恶鬼”好像是个贬义词？哈哈，你说什么呢！现在唯一的贬义词不是「傀儡」嘛！“恶鬼”和人类已经是队友啦，放心吧！","응? '악귀'가 나쁜 뜻인 것 같은데?하하, 무슨 소리야!현재 유일한 비하 단어는 꼭두각시가 아니잖아!악귀와 인간은 이미 한 동료다."
,"最近大家都记住了棒球的规则，外面的形势也好起来了，真不错啊！看来不仅能把作战当比赛，很快也能打一场真正的棒球啦！","최근에 모두 야구의 규칙을 기억하였는데, 바깥 형세가 좋아져서 정말 좋다.보아하니 작전을 시합으로 여길 수 있을 뿐만 아니라, 곧 진정한 야구도 할 수 있을 것 같다."
,"别看我这样，我也是光荣的七武士之一哦！不过我闲不下来，平时都在外面游历啦，不知道大本营那边怎么样了呢？","그러지 마, 나도 영광스러운 7무사 중의 하나야!하지만 나는 한가할 수가 없어 평소에는 바깥을 돌아다녔는데 베이스캠프 쪽은 어떻게 됐는지 모르겠다."
,"武士们都是因为“大义”才聚集到一起的，你不觉得这很酷吗？为了大义、为了守护他人而挥洒青春，这样的家伙最酷啦！","무사들이 모두 '대의' 때문에 모인다는 건 쿨하지 않은가.대의를 위해, 남을 지키기 위해 청춘을 뿌리는 놈이 가장 쿨하다."
,"虽然地位立场都不一样，不过我看，你的做法和七武士也没什么区别嘛！哈哈，像你这样人，一定和我们的红莲队长很投缘吧！","입지는 다르지만 칠무사와 다를 바 없다고 생각합니다.하하, 너 같은 사람이 우리 홍련대장과 잘 어울리겠구나!"
,"现在是中场休息？嗯——有点无聊啊，我在这里练练空挥好了！","이제 하프타임이라고요?음-좀 심심해. 나 여기서 헛스윙 연습할게!"
,"喂，打起精神来啊！怎么可以把青春浪费在打盹上呢，你这样可是接不到球的哦！","야, 정신 차려!어떻게 청춘을 졸면서 낭비할 수 있어, 너 이러면 공을 받을 수 없어!"
,"喂喂，有你的信哦，是下一场比赛的招待状吗？快打开看看吧！","야, 니 편지가 있구나. 다음 경기 초대장이야?어서 열어 보세요!"
,"哇！简直像夏天的甲子园一样热闹！哈？是傀儡进攻吗？没事没事，无论是棒球还是傀儡，我一挥棒就都打回去啦！","와! 정말 여름 고시원처럼 시끌벅적하다!하? 꼭두각시 공격인가?괜찮아, 야구가든 꼭두각시든, 내가 방망이를 휘두르면 다 때려치워!"
,"跟大家一起生活，一起锻炼，那不就是合宿嘛！真不赖啊！","같이 생활하고 같이 단련하면 그게 바로 합숙이잖아요!정말 괜찮다!"
,"这房间也太小了吧，至少得有一个棒球场那么大才能锻炼啊！","이 방은 너무 작군요. 야구장 하나 정도는 있어야 운동할 수 있어요!"
,"锻炼也是比赛的一环哦！全力以赴，我要上啦！","운동도 경기의 일환입니다!전력투구, 난 올라가야 해!"
,"跑起来跑起来！比赛近在眼前啦，千万不能松懈哦！","달려라 달려라! 경기가 코앞에 다가왔으니 절대 방심해서는 안 된다!"
,"有人想打棒球吗？不用担心规则复杂啊，我会教你们的嘛！","야구를 하고 싶은 사람이 있습니까?규칙이 복잡하다고 걱정하지 마, 내가 너희들에게 가르쳐 줄 거야!"
,"这里有没有类似棒球的游戏啊？太难做了？哎，真可惜！","여기에 야구 같은 놀이가 있나요?너무 어렵다? 야, 정말 아깝다!"
,"锻炼过头了，好饿啊！我需要白米饭，大量的，香喷喷的白米饭！","운동을 너무 많이 해서 배가 몹시 고프다.나는 흰쌀밥, 많은 양의, 고소한 흰쌀밥이 필요하다!"
,"我又来找吃的啦！没办法，多运动就多消耗嘛！","나는 또 먹을 것을 찾으러 왔다!할 수 없이 운동만 많이 하면 많이 소비하지."
,"合宿怎么少得了枕头大战呢，大家一起来玩吧！我不会用球棒打回去的啦，别怕啊！","하숙에 베개싸움이 왜 없어졌지, 다들 놀러와!나는 방망이로 때리지 않을 거야, 겁내지 마!"
,"热血青春不是一直都在燃烧的哦，该努力的时候努力，该休息的时候休息！","피 끓는 청춘은 항상 불타는 것이 아닙니다. 노력할 때는 노력하고 쉴 때는 쉬어야 합니다!"
,"剧烈运动之后就要好好泡个澡啊！","격렬한 운동을 한 후에는 목욕을 잘 해야 한다."
,"挥洒汗水，然后去泡温泉！这就是所谓的热血青春啊！","땀을 흘리고 온천에 간다!이른바 피 끓는 청춘이다."
,"武士们在洗澡的时候会互相搓背哦，你们要不要也试试啊？哈哈哈，都是一个队伍的伙伴了，别害羞嘛！","사무라이들은 샤워를 할 때 등을 서로 비빈다. 너희들도 한번 해 볼래?하하하, 같은 팀 동료들이야, 부끄러워하지 마!"
,"比赛开始啦！大家一起努力，让这些金属壳子见识见识我们的热血青春吧！","시합이 시작되었습니다! 모두 함께 노력하여 이 금속껍데기들에게 우리의 뜨거운 청춘을 보여줍니다!"
,"嗬啊！","허허!"
,"安打！","안타!"
,"哈哈，最佳击球点！","하하, 베스트 타점!"
,"长打要来了哦！","장타가 온다!"
,"胜利打点，我拿下啦！","승리 타점, 내가 이겼다!"
,"最后一发，本垒打！","마지막 한 방, 홈런!"
,"这是犯规啊！","이건 반칙이야!"
,"触身球吗？！","몸에 맞는 공이야?!"
,"糟糕……要被三振出局了！","아뿔싸…삼진당하겠네!"
,"即使是九局下半也有逆转的可能，不要放弃哦！","9회말에도 역전 가능성이 있으니 포기하지 마세요!"
,"哈哈哈，我不愧是队伍里的第一击球手！怎么样，这场比赛赢得很漂亮吧！","하하하, 난 역시 팀 내 첫 타자!어때, 이번 시합은 정말 멋지게 이겼지!"
,"拿你们当棒球来打了，不好意思啊，金属壳子们！","너희들을 야구공처럼 가지고 때려서 미안하다, 금속 케이스들아!"
,"哦哦！感觉不错嘛，下一击绝对是安打！","오오! 느낌이 좋네, 다음 샷은 단연 안타!"
,"这种指导方式真是先进啊！哎，你该不会是个名教练吧？","이런 지도 방식은 정말 선진적이다.아니, 설마 명감독은 아니겠지?"
,"特训大成功，默契度也大大提升了！我们真是一对好组合啊，如果没有战争，说不定真的能和大家一起打进甲子园哦！","특훈대박에 케미도 많이 좋아졌다!정말 좋은 조합이네요. 전쟁이 없었다면 여러분과 갑자원에 들어갈 수 있었을지도 몰라요!"
,"哦？想加深彼此的了解？好啊好啊，那我们一边玩棒球，一边聊聊天吧！","어? 서로를 더 알고 싶어?좋아요, 좋아요. 그럼 우리 야구하면서 이야기 나눠볼까요?"
,"来，手套给你。我有普通的球棒，不会用这个「金棒」来击球的啦，别怕啊！","자, 장갑 여기 있습니다. 보통 방망이가 있습니다. 이 골드 방망이로 치지 않을 겁니다. 겁내지 마세요!"
,"其实我也知道你想问什么啦，想问我的来历对不对？","사실 나도 네가 뭘 물어보고 싶은지 알고 있어. 내 내력이 맞는지 물어보고 싶어?"
,"确实，我们七武士大部分都是阵线的逃兵，不过大家都心怀大义，心肠很好的啦，相信我吧！","확실히, 우리 칠무사는 대부분 전선의 탈영병들이지만, 모두들 대의를 품고, 마음씨가 좋으니, 나를 믿어!"
,"咦？我顺便夸了自己？好像是哎，哈哈哈！","어? 내친 김에 내 자랑을 했네?그런 것 같아, 하하하!"
,"首脑？唉，我不认为她能理解人类的青春、梦想和仁义……我们在她眼里，就是和球速、比分一样无聊的数字吧。","정상? 에이, 인간의 청춘, 꿈, 인의를 이해할 수 있다고는 생각 안 해…우리는 그녀의 눈에 구속, 스코어만큼 지루한 숫자로 비쳤지."
,"可是战争和棒球都不是一个人能完成的事啊，为了胜利就抛弃同伴的混账做法，我可不认同！","하지만 전쟁도 야구도 혼자 할 수 있는 일이 아니잖아요, 이기기 위해 동료를 버리는 망나니에 대해서는 동의할 수 없어요!"
,"不行不行，光顾着聊天都没有好好打球了，你的投球从刚刚起就没在使劲啊！是不是长时间坐着指挥的位置，就疏忽身体锻炼了？","안 돼 안 돼. 수다 떨기만 하다가 제대로 치지도 못했는데 네 공에 아까부터 힘이 들어가지 않았구나!장시간 앉아 지휘하는 자리 때문에 신체 단련에 소홀한 것 아닌가."
,"哎，不过你当指挥时的眼光确实不错，对对，就是这个教练一样的眼光，我还蛮喜欢的哦！","아, 근데 네가 지휘할 때 눈이 좋았구나, 맞아, 바로 이 코치님 같은 눈매, 난 좋아."
,"我就直接告诉你吧，我啊，是为了保护别人的青春才去战斗的。","내가 직접 말해줄게. 나야, 다른 사람의 청춘을 보호하기 위해 싸운 거야."
,"如果我能做些什么，让其他人也有享受青春的机会，那我当然义不容辞啦。你呢？","내가 할 수 있는 일이 있다면, 다른 사람들도 청춘을 즐길 수 있는 기회가 생긴다면 당연히 나는 의리가 있다.너는?"
,"哦哦，你的答案跟我差不多嘛！哈哈哈，你果然是个好教练啊，不错不错，我看上你啦！","오오, 너의 답은 나와 비슷하구나!하하하, 넌 역시 좋은 코치야, 좋아, 좋아, 내가 너를 보고 있어!"
,"呼——又玩了一天棒球，太爽快啦！你虽然是个教练，击球技术却也一直在进步，悟性很高嘛！作为奖励，这个有我亲笔签名的球棒就送给你了！","휴-야구를 하루 더 했는데 너무 시원하다.당신은 감독이지만 타격 기술도 계속 발전하고 있어 이해도가 높군요.보너스로 제 친필 사인이 들어간 이 방망이를 선물로 드립니다!"
,"哈哈哈，不用客气，区区一个击球手的位置，你想试试的话我就让给你吧，只要你今后也陪我玩棒球就好啦！","하하하, 천만에요, 타자의 위치, 당신이 해보고 싶으면 당신에게 양보할께요, 당신이 앞으로도 나와 야구 놀이를 해주면 돼요!"
,"无论是战斗还是球赛，我们俩都要带着热血和热情，一起认真对待哦！","싸움이든 축구 경기가든 우리 둘은 뜨거운 열정과 열정을 가지고 함께 열심히 임하자!"
O,"机动战姬是也！","기동전희도 있습니다!"
,"参见主帅，我是正义的伙伴，七武士之一，北斗是也！为了苍天下手无寸铁的平民，我决心举起自己的刀剑，为保护他们而战！","감독님을 뵈오니 저는 정의의 동반자입니다. 7무사의 한 사람입니다. 북두예!천하의 무쇠한 평민을 위해 나는 내 칼을 들어 그들을 보호하기 위해 싸우기로 결심했다."
,"主帅！早上好！七武士的晨练要开始了哦！主帅要一起来吗？","감독님! 안녕하세요! 사무라이 7인의 아침운동이 시작됩니다!감독님 같이 오실래요?"
,"今天也要辛苦你了，主帅！请下达作战命令吧！","오늘도 수고하세요, 감독님!작전명령을 내려라."
,"我才不叫黑狐呢！主帅，请称呼我为北斗是也！不要被银河给带偏了！","나야말로 흑여우라고 부르지 않는다!감독님, 저를 베이더우라고 불러주세요!은하수에게 치우치지 마라!"
,"主帅对我的式神很有兴趣吗？我操纵得没银河那么好啦，最多也就让它挥舞一下刀剑而已！","감독은 나의 스타일에 대해 매우 흥미가 있습니까?내가 은하수만큼 잘 조종하지 못하는데, 기껏해야 칼 한 번 휘두르게 할 뿐이야!"
,"我的刀好像需要养护了，银河，能不能来帮帮我？","내 칼 좀 키워야 할 것 같아. 은하수 좀 도와줄래?"
,"多亏主帅领军有方，这把刀每次出鞘，都能救下无数的平民。","감독님 덕분에 칼집에서 나올 때마다 수많은 민간인을 구할 수 있었다."
,"东方人一年四季都穿着裙子哦，就像我一样！因为东方人都不怎么害怕寒冷嘛！","동양인들은 사계절 내내 치마를 입어요. 저처럼요!왜냐하면 동양인들은 추위를 별로 무서워하지 않잖아요."
,"这叫“书法”是也，是东方的传统艺术，很有美感对吧！哎？我写得不好？这可是照着银河写的……看来我还要多多练习！","이것은 “서예”라고 하는 것은 예, 동양의 전통 예술로, 매우 미적 감각이 있지요!아휴 내가 잘 못 썼다고?이건 은하수대로 쓴거고...나 연습 더 해야하나 봐!"
,"主帅，这是地上的民众托我带给你的慰问品，都是一些土特产之类的，大家都相当感激你呢！","감독님, 이것은 지상의 민중이 당신에게 부탁한 위문품입니다. 모두 특산품 같은 것들입니다. 모두 매우 감사합니다."
,"平时训练的时候，七武士们也会像主帅这样冥想……咦？主帅不是在冥想吗？","평소 훈련할 때도 감독처럼 명상을 하는데…. 어?감독이 명상하지 않았나."
,"主帅是在想着什么秘策吗？简直像军师一样！好帅啊！","감독은 무슨 비책을 생각하고 있는가.그야말로 군사(軍師)다.멋있다!"
,"主帅！请过目，这些都是新的情报是也！","감독님! 한번 보세요. 새로운 정보는요!"
,"救万民于水火，就是现在啦！主帅！请让我出击是也！","만민을 재난에서 구원하는 것이 바로 지금이다!감독님! 저를 출격시켜 주세요. 네!"
,"大家的实力都很强呢，不知道有没有人能和我切磋一番呢？","다들 실력이 좋은데 저와 한번 겨루어 볼 수 있는 사람이 있을지 모르겠네요."
,"这里的民众全都撤离了吗？我很担心呢。","이곳 사람들은 모두 철수했습니까?나는 걱정이에요."
,"这里很宽敞啊，正好可以作为比试用的场地。红莲，你觉得怎么样？","이곳은 넓군요. 시험 삼아 써 볼 만한 공간으로 딱 좋습니다.홍련 씨, 어때요?"
,"锻炼完之后，感觉有些热血沸腾了，有谁想和我切磋一下吗？","운동하고 나니 피가 끓는 것 같은데 나랑 한번 겨루어보고 싶은 사람 있나요?"
,"这没什么，都是七武士的一些常规训练是也！","이것은 별것 아니다. 모두 칠무사의 일반적인 훈련이다!"
,"民众们送了很多自制的玩具给我，我都放在这里了，希望孩子们能喜欢是也！","사람들이 나에게 직접 만든 장난감을 많이 주었고, 나는 모두 여기에 놓았으니, 아이들이 좋아했으면 좋겠어!"
,"在外面执行任务的时候，只能吃一些即食罐头，果然没有办法和这里的料理做比较啊。","밖에서 미션을 수행하면서 즉석통조림만 먹을 수 있으니 역시 이곳 요리와는 비교가 안 되네요."
,"嗯！果然还是青岚做得更好吃！……哎？银河，你怎么了？看上去好像不太高兴啊？","응! 역시나 청람이가 더 맛있네!...에이?은하야, 너 왜 그래?안 좋아 보이는데?"
,"说起来，红莲还真是抵触其他人进入她的宿舍啊，到底她的宿舍里面有什么东西呢，真让人好奇。","홍련은 말 그대로 숙소에 다른 사람들이 들어오는 것을 꺼리는데 도대체 숙소에 뭐가 있는지 궁금했다."
,"我的宿舍很有东方韵味对吧！在东方人的家庭里，他们都会在家中挂上不少的山水画哦！","제 숙소는 동양적이죠!동양인의 가정에서 그들은 모두 집에 많은 산수화를 걸었을 것이다!"
,"我好像很久没洗过澡了，上次洗澡是什么时候来着……","저 목욕 안 한 지 오래됐나 봐요. 저번에 목욕 언제 했었는데..."
,"来来来！我把地面上的酒带过来了，大家都来品一品吧！","자! 내가 바닥의 술을 가져왔으니 모두 와서 한 품종하자!"
,"我和银河在外面执行任务的时候，发现了好多天然的温泉，有机会带各位一起去吧！","나와 은하수가 밖에서 임무를 수행하고 있을 때, 천연 온천을 많이 발견하였으니, 기회가 되면 여러분과 함께 가자!"
,"接下来的战斗可不轻松，大家都准备好了吗？","다음 전투는 결코 녹록지 않다. 모두 준비는 다 되었는가?"
,"呵啊啊！","으악악!"
,"切断吧！","자르자!"
,"这招怎么样？","이 수법은 어떻습니까?"
,"你能接下来吗！","너 이어서 할 수 있니!"
,"出鞘，然后，斩尽！","칼집을 내라, 그리고, 다 베어라!"
,"你的宿业，由我斩断！","너의 숙업을 내가 끊겠다!"
,"要认真起来了！","진지하게 해야겠다!"
,"有两下子啊！","솜씨가 대단하구나!"
,"民众们还需要我的保护，我不能就这么倒下……","민중들은 아직도 나의 보호를 필요로 하는데, 나는 이대로 주저앉을 수 없다."
,"可恶，这次没能赢下来。主帅，我稍作休整就能再次出击，还请继续派我前往战场吧！","얄밉다, 이번엔 못 이긴다.감독님, 조금만 쉬면 다시 출격할 수 있습니다. 계속 저를 전장으로 보내 주십시오."
,"没有我斩不断的东西，阻挡在我面前的敌人，我必定将其一刀两断。","내가 자르지 않는 것, 내 앞의 적을 가로막지 않는 것, 나는 반드시 그것을 일도양단할 것이다."
,"大获全胜是也！武具的养护就拜托你们了！","대승을 거두면 그래! 무구의 양생 부탁해!"
,"哦哦，刀刃变得更锋利了是也！","오오, 칼날이 더 날카로워졌네!"
,"这样就能保护更多民众了！我要贯彻七武精神，还有我的正义，为受战争所扰的民众而战！","이렇게 하면 더 많은 민중을 보호할 수 있다!나는 칠무 정신, 그리고 나의 정의를 관철하고 전쟁으로 교란된 민중을 위해 싸울 것이다!"
,"我能走到这一步，都是依靠主帅和大家的支持。是你们肯定了我的正义，我才能一直挥刀战斗至今。","내가 여기까지 온 것은 감독과 여러분의 성원 덕분이었다.당신들이 나의 정의를 인정해 주었기 때문에 나는 지금까지 칼을 휘두르며 싸울 수 있었다."
,"我挥舞刀刃是为了保护其他人，决不行任何不义之事。","내가 칼을 휘두른 것은 다른 사람을 보호하기 위해서이지 결코 어떤 불의도 있어서는 안 된다."
,"主帅，你身上有着和七武士们相同的气息。看来我可以放心地跟随你了。","감독님, 당신의 몸에는 칠무사와 같은 기운이 있습니다.안심하고 따라갈 수 있을 것 같습니다."
,"在阵线那边，比起拯救民众，他们更注重所谓的战略意义，甚至将民众们当成棋子来使用……","전선 쪽에서는 민중을 구하기보다 전략적 의미에 치중해 민중을 바둑알처럼 사용하기도 했는데…."
,"无论他们的目的是如何，都不能通过这种做法去实现，那是不义之事。","그들의 목적이 어떻든 이를 통해 실현될 수 없다는 것은 불의(不義(不義)한 일이다."
,"看透了阵线本质的我，决心去对抗他们这种做法。","전선의 본질을 간파한 나는 그들에게 대항하기로 결심했다."
,"我总是想方设法地去帮助更多的民众，让他们能在危险中获救，但阵线至始至终都在想着一些弃车保帅般的战略。","나는 늘 더 많은 민중을 도와 위험 속에서 구출할 수 있도록 했지만, 전선은 처음부터 끝까지 차를 버리고 멋진 전략을 구사했다."
,"无奈，我只能和银河一起离开那个地方。","나는 은하수와 함께 그곳을 떠날 수밖에 없었다."
,"离开阵线之后，我和银河过着颠沛流离的日子，就连武具没法养护。","전선을 떠난 뒤 나는 무구조차 몸 둘 곳이 없을 정도로 은하와 함께 떠돌아다녔다."
,"就在那种山穷水尽的时候，那些被我们拯救的民众，他们自发地接济了我们，甚至养护了我们的武具。","그렇게 막다른 골목에 다다랐을 때 구원받은 민중들은 자발적으로 우리를 도와주고 우리의 무구까지 지켜줬다."
,"看到那一幕，我深受感触，也更肯定了自己所做的事情是正确的。","그 모습을 보고 감명받았고 내가 한 일이 옳았다는 것을 인정하게 됐다."
,"因为我拯救民众这一行为，经常破坏了阵线那边的战略，等同于公开与阵线宣布敌对。","민중을 구하는 나의 행동은 전선의 전략을 자주 파괴했기 때문에, 공개적으로 전선에 적대 선언을 하는 것과 같았다."
,"即便是我，面对整个阵线，还是如同以卵击石一般。但我并不后悔，银河也始终陪伴在我的身边。","나 역시 전선을 향해서는 알로 바위 치듯 했다.그러나 나는 후회하지 않는다, 은하는 항상 내 곁에 있다."
,"而现在，主帅、七武士、还有舰船上的各位，大家都认同了我的做法。我相信总有一天，我也会得到阵线的认同，重新去审视他们制定的战略。","감독님, 칠무사님, 그리고 함선 위의 여러분들도 이제 모두 동의해 주셨다.나도 언젠가 전선의 인정을 받아 그들이 세운 전략을 다시 돌아보게 될 것이라고 믿는다."
,"这些是地面上的孩子做给我的工艺品，我每次从地面回来都会收到很多。","이것들은 땅 위의 아이들이 나에게 만들어 주는 공예품인데, 나는 매번 땅에서 돌아올 때마다 많은 것을 받는다."
,"这些工艺品，全都倾注了孩子们的心血，这是他们在用自己的方式来报答我。","이 공예품들은 전부 아이들의 심혈을 기울였는데, 이것은 그들이 스스로의 방식으로 나에게 보답하는 것이다."
,"对于我来说，这就是最好的礼物。不过这并不是我一个人的功劳，我的背后离不开主帅还有大家。","나에게는 이것이 가장 좋은 선물이다.하지만 그게 저만의 몫이 아니기 때문이 아니라 감독님도 계시고 여러분도 계십니다."
,"所以我想将这些工艺品放置在主帅的营内，让大家知道，我们的奋战都是有意义的。","그래서 이 공예품들을 감독님 영내에 두고 우리의 분투가 모두 의미가 있다는 걸 보여주고 싶었다."
,"七武士，银河，前来报到。你也可以直接叫我「白狐」，这个称呼应该更直观一点吧？呵呵，随你喜欢好了。","칠무사, 은하수여, 와서 보고하라.너도 직접 나를 백호라고 부를 수 있습니다. 이 호칭은 좀 더 직관적이어야겠죠?허허, 네 마음대로 해라."
,"呼哈——早啊，指挥官。","후하=일찍, 지휘관."
,"指挥官真有精神啊，看来你和七武士她们很合拍呢。","지휘관이 원기왕성하군요. 칠무사와 그녀들이 궁합이 잘 맞는군요."
