Confirmed,Category,Id,Source,KOR
,"IllustratedBookPlot","IllustratedBookPlot_name_30000000","テーマソング","테마송"
,"Infectiosity","Infectiosity_preview_102","こんな小さな問題などAGにとっては何でもない","이런 작은 문제는 AG에게는 아무것도 아니다."
,"Infectiosity","Infectiosity_current_102","よい。AGのHPが6%アップ。","좋다.AG의 HP가 6%업."
,"Infectiosity","Infectiosity_current_103","よくない。AGの攻撃力、HP、防御力、スピードが20%ダウン","좋지 않다.AG의 공격력,HP,방어력,스피드가20%떨어짐"
,"Intensifystone","Intensifystone_name_60000301","初級共通強化石(神器を含まない)","초급공통강화석(신기미포함)"
,"Intensifystone","Intensifystone_name_60000302","中級共通強化石(神器を含まない)","중급공통강화석(신기미포함)"
,"Intensifystone","Intensifystone_name_60000304","伝説共通強化石(神器を含まない)","전설 공통 강화석(신기 미포함)"
,"Intensifystone","Intensifystone_name_60000311","初級神器強化石","초급신기 강화석"
,"Intensifystone","Intensifystone_name_60000312","中級神器強化石","중급신기 강화석"
,"Intensifystone","Intensifystone_name_60000314","伝説神器強化石","전설신기 강화석"
,"Intensifystone","Intensifystone_name_60000321","初級攻撃系統強化石","초급 공격 계통 강화석"
,"Intensifystone","Intensifystone_name_60000322","中級攻撃系統強化石","중급 공격 계통 강화석"
,"Intensifystone","Intensifystone_name_60000324","伝説攻撃系統強化石","전설 공격 계통 강화석"
,"Intensifystone","Intensifystone_name_60000331","初級視覚系統強化石","초급 시각 계통 강화석"
,"Intensifystone","Intensifystone_name_60000332","中級視覚系統強化石","중급 시각 계통 강화석"
,"Intensifystone","Intensifystone_name_60000334","伝説視覚系統強化石","전설 시각 계통 강화석"
,"Intensifystone","Intensifystone_name_60000341","初級防御系統強化石","초급 방어 계통 강화석"
,"Intensifystone","Intensifystone_name_60000342","中級防御系統強化石","중급 방어 계통 강화석"
,"Intensifystone","Intensifystone_name_60000344","伝説防御系統強化石","전설 방어 계통 강화석"
,"Intensifystone","Intensifystone_name_60000351","初級エンジン強化石","초급 엔진 강화석"
,"Intensifystone","Intensifystone_name_60000352","中級エンジン強化石","중급 엔진 강화석"
,"Intensifystone","Intensifystone_name_60000354","伝説エンジン強化石","전설 엔진 강화석"
,"Intensifystone","Intensifystone_name_60000361","初級拡張1強化石","초급확장1강화석"
,"Intensifystone","Intensifystone_name_60000362","中級拡張1強化石","중급 확장 1 강화석"
,"Intensifystone","Intensifystone_name_60000363","上級拡張1強化石","상급확장1강화석"
,"Intensifystone","Intensifystone_name_60000364","伝説拡張1強化石","전설확장1강화석"
,"Intensifystone","Intensifystone_name_60000371","初級拡張2強化石","초급확장2강화석"
,"Intensifystone","Intensifystone_name_60000372","中級拡張2強化石","중급 확장 2 강화석"
,"Intensifystone","Intensifystone_name_60000373","上級拡張2強化石","상급확장2강화석"
,"Intensifystone","Intensifystone_name_60000374","伝説拡張2強化石","전설확장2강화석"
,"Intensifystone","Intensifystone_name_60000391","共通·補助系強化素材T1","공통, 보조계 강화 소재 T1"
,"Intensifystone","Intensifystone_name_60000392","共通·補助系強化素材T2","공통, 보조계 강화 소재 T2"
,"Intensifystone","Intensifystone_name_60000393","共通·補助系強化素材T3","공통, 보조계 강화 소재 T3"
,"Intensifystone","Intensifystone_name_60000394","共通·補助系強化素材T4","공통, 보조 강화 소재 T4"
,"Itemshow","Itemshow_name_2006","「フォックス」04","폭스 04"
,"Itemshow","Itemshow_description_2007","全人類のために戦う地上の総司令官。 \n<color=#00008B>-「起動テスト」皆勤報酬</color>","전인류를 위해 싸우는 지상의 총사령관\n<color=#00008B>- '부팅테스트' 개근보수</color>"
,"Itemshow","Itemshow_description_2008","オートルナの象徴。優しく慈悲深い女王。 \n<color=#00008B>―「未来へのテーゼ」報酬</color>","오뜨루나의 상징상냥하고 자비로운 여왕\n<color=#00008B>- '미래에 대한 테제' 보상</color>"
,"Itemshow","Itemshow_name_3004","オートルナの認可","오토루나의 인가"
,"Itemshow","Itemshow_description_3004","オートルナが開催した演習に参加することで獲得できるメッセージ枠。指揮官の作戦技術がオートルナに認められた証だ。<color=#00008B>-合同演習シーズン報酬</color>","오토루나가 개최한 연습에 참가함으로써 획득할 수 있는 메시지 범위.지휘관의 작전 기술이 오트루나에게 인정받은 증표다.<color=#00008B>- 합동훈련 시즌 보상</color>"
,"Itemshow","Itemshow_name_3005","オートルナの騎士","오토루나 기사"
,"Itemshow","Itemshow_description_3005","オートルナが開催した演習に参加することで獲得できるメッセージ枠。指揮者の戦績が、オートルナの騎士になれるほど優秀であることを意味する。<color=#00008B>-合同演習シーズン報酬</color>","오토루나가 개최한 연습에 참가함으로써 획득할 수 있는 메시지 범위.지휘자의 전적이 오트루나 기사가 될 만큼 우수하다는 뜻이다.<color=#00008B>- 합동훈련 시즌 보상</color>"
,"Itemshow","Itemshow_name_3006","オートルナの侯爵","오트루나의 후작"
,"Itemshow","Itemshow_name_3007","オートルナの統帥","오토루나의 통수"
,"Itemshow","Itemshow_description_3007","オートルナの最高栄誉。これを持つ者は、リサ・オートルナ女王と肩を並べることができる。\n<color=#00008B>-合同演習シーズン報酬</color>","오뜨루나의 최고 영예이것을 가진 자는 오토루나 리사 여왕과 어깨를 나란히 할 수 있다.\n<color=#00008B>- 합동훈련 시즌 보상</color>"
,"Itemshow","Itemshow_name_41001011","サイバー射流銃MK.II","사이버사류총 MK.II"
,"Itemshow","Itemshow_name_41001012","サイバー動力タンクMK.II","사이버 동력 탱크 MK.II"
,"Itemshow","Itemshow_name_41001013","サイバー鉄製シールドMK.II","사이버철제쉴드 MK.II"
,"Itemshow","Itemshow_name_41001014","サイバー熱エンジンMK.II","사이버열 엔진 MK.II"
,"Itemshow","Itemshow_name_41001015","サイバー現像照準器MK.II","사이버 현상 조준기 MK.II"
,"Itemshow","Itemshow_name_41001016","サイバー処理チップMK.II","사이버 처리 팁 MK.II"
,"Itemshow","Itemshow_name_41001021","ノアの射流銃MK.II","노아의 사류총 MK.II"
,"Itemshow","Itemshow_name_41001022","ノアの動力タンクMK.II","노아의 동력 탱크 MK.II"
,"Itemshow","Itemshow_name_41001023","ノアの合金シールドMK.II","노아의 합금 실드 MK.II"
,"Itemshow","Itemshow_name_41001024","ノアのエンジンMK.VII","노아의 엔진 MK. VII"
,"Itemshow","Itemshow_name_41001025","ノアの電子照準器MK.II","노아의 전자 조준기 MK.II"
,"Itemshow","Itemshow_name_41001026","ノアの特製チップMK.II","노아의 특제 칩 MK.II"
,"Itemshow","Itemshow_name_41093121","サイバー射流銃MK.III","사이버사류총 MK.III"
,"Itemshow","Itemshow_name_41093122","サイバー動力タンクMK.III","사이버 동력 탱크 MK.III"
,"Itemshow","Itemshow_name_41093123","サイバー鉄製シールドMK.III","사이버철제쉴드 MK.III"
,"Itemshow","Itemshow_name_41093124","サイバー熱エンジンMK.III","사이버열 엔진 MK.III"
,"Itemshow","Itemshow_name_41093125","サイバー現像照準器MK.III","사이버 현상 조준기 MK.III"
,"Itemshow","Itemshow_name_41093126","サイバー処理チップMK.III","사이버처리칩 MK.III"
,"Itemshow","Itemshow_name_41093141","メルト射流銃MK.III","멜트 사류총 MK.III"
,"Itemshow","Itemshow_name_41093142","メルト動力タンクMK.III","멜트 동력 탱크 MK.III"
,"Itemshow","Itemshow_name_41093143","メルト衝撃シールドMK.III","멜트충격쉴드MK.III"
,"Itemshow","Itemshow_name_41093144","メルト高性能エンジンMK.III","멜트 고성능 엔진 MK.III"
,"Itemshow","Itemshow_name_41093145","メルトヒート照準器MK.III","멜트히트 조준기 MK.III"
,"Itemshow","Itemshow_name_41093146","メルト融合チップMK.III","멜트 융합 팁 MK.III"
,"Itemshow","Itemshow_description_41301112","他のエネルギー倉庫より容量が大きく、輸送パイプが広く、航続力が強いので、焼肉に使うことを勧めません。絶対焦げるからです。","다른 에너지 창고보다 용량이 크고 수송 파이프가 넓으며 항속력이 강하여 불고기에 사용하는 것을 권장하지 않습니다.무조건 타기 때문이죠."
,"Itemshow","Itemshow_description_41301115","人工知能で敵の急所を特定する狙い具。人間の思考をほぼ完全にシミュレートしていますので、過負荷を使用すると、一時的な休眠を誘発する可能性があります。「機械労働法を遵守してください。」","인공 지능으로 적의 급소를 특정하는 목적도구.인간의 사고를 거의 완전히 시뮬레이션하고 있기 때문에 과부하를 사용하면 일시적인 휴면을 유발할 수 있습니다.기계 노동법을 준수해 주십시오."
,"Itemshow","Itemshow_name_41301122","エネルギーカプセルMK.III","에너지 캡슐 MK.III"
,"Itemshow","Itemshow_name_41303122","エネルギーカプセルMK.IV","에너지 캡슐 MK.IV"
,"Itemshow","Itemshow_name_41305121","エネルギーショットガンMK.V","에너지샷건 MK.V"
,"Itemshow","Itemshow_name_41305122","エネルギーカプセルMK.V","에너지 캡슐 MK.V"
,"Itemshow","Itemshow_name_41307122","エネルギーカプセルMK.VI","에너지 캡슐 MK.VI"
,"Itemshow","Itemshow_name_41309122","エネルギーカプセルMK.VII","에너지 캡슐 MK.VII"
,"Itemshow","Itemshow_name_41312122","エネルギーカプセルMK.VIII","에너지 캡슐 MK. VIII"
,"Itemshow","Itemshow_description_41301121","エネルギーを摂取することで自身の損傷を回復する衝撃銃は、命の危険にさらされていれば、持って行くのは間違いない。","에너지를 섭취하는 것으로 자신의 손상을 회복하는 충격총은, 생명의 위험에 노출되면, 가지고 갈 것이 틀림없다."
,"Itemshow","Itemshow_description_41301123","エネルギーを持って材質を吸収する防護盾は普通に見えますが、触ったら歩く力まで吸い取られるかもしれません。","에너지를 가지고 재질을 흡수하는 방패는 보통으로 보이지만 만지면 걷는 힘까지 흡수될지도 모릅니다."
,"Itemshow","Itemshow_description_41301124","もとは航空飛行に使われていた機材。省エネでコスパもよい。エネルギーが尽きる心配はしなくていが、それでも節約と環境保護を心がけよう。","원래는 항공 비행에 사용되고 있던 기재.에너지 절약에 가성비도 좋다.에너지가 떨어지는 걱정은 하지 않아도 되지만, 그래도 절약과 환경보호에 유의하자."
,"Itemshow","Itemshow_description_41301125","初期の熱イメージング技術に基づいて開発された新型赤外線照準器。本体が重いため、AGに解体されて近接兵器として使用されていた。","초기 열 이미징 기술을 바탕으로 개발된 신형 적외선 조준기.본체가 무겁기 때문에 AG에 해체되어 근접 병기로서 사용되었다."
,"Itemshow","Itemshow_description_41301136","一般的なナノチップですが、快速反応プログラムを追加で作成して、体を脳の反応の前に動作させて、音遊びをする時に効果が特に顕著です。","일반적인 나노칩이지만, 쾌속반응 프로그램을 추가로 만들어 몸을 뇌의 반응 전에 동작시키고, 소리 놀이를 할 때 효과가 특히 두드러집니다."
,"Itemshow","Itemshow_description_41000013","使う場面がよく分からない盾。これは防御用なのか、それとも攻撃用なのか、はっきりさせなければ。","쓰는 장면을 잘 모르는 방패이게 방어용인지 공격용인지 분명히 해야 한다."
,"Itemshow","Itemshow_description_41000014","タイプ不明のエンジン。でもどのタイプにしろ、休憩時間に起動させないで……","타입 불명의 엔진. 그러나 어느 타입이든, 쉬는 시간에 기동시키지 말아……."
,"Itemshow","Itemshow_description_41001015","スペクトルを通して敵をサーチする照準器。どこにいようとお見通し。鬼ごっこの時には使用禁止。","스펙트럼을 통해 적을 탐색하는 조준기. 어디에 있든 전망.술래잡기 시 사용 금지."
,"Itemshow","Itemshow_description_41001016","よくあるナノチップだが、製造規制をいくつもかい潜り、より敵の急所を狙いやすいように作られた。","흔한 나노칩이지만 제조규제를 여러 개 피해 좀 더 적의 급소를 노리기 쉽도록 만들어졌다."
,"Itemshow","Itemshow_description_41001021","より敵を狙いやすい特製射流銃。もう確率を気にする必要はない、主導権はあなたの手の中に。コインの裏表は当てられないけど。","보다 적을 겨냥하기 쉬운 특제 사류총.이제 확률을 신경쓸 필요는 없어 주도권은 당신 손에.코인 앞뒷면은 못 맞히는데"
,"Itemshow","Itemshow_description_41001024","内側のプロセッサがAGの特殊装備の強さを増幅してくれる。他のタイプより起動音が静かで、隠密行動に適している。","안쪽 프로세서가 AG 특수장비의 세기를 증폭해 준다.다른 타입보다 기동음이 조용해 은밀행동에 적합하다."
,"Itemshow","Itemshow_description_41001026","よくあるナノチップだが、ボディに特殊なモジュールを搭載していて、AGの特殊装備の能力を引き上げられる。","흔한 나노칩이지만 바디에 특수 모듈을 탑재해 AG 특수장비의 능력을 높여준다."
,"Itemshow","Itemshow_description_41001031","その素早さで知られている衝撃銃。旧時代のとある拳銃をオマージュしている。歴史の証人になってほしいという製造者の願いなのかもしれない……","그 날렵함으로 알려진 충격총구시대의 어떤 권총을 오마주하고 있다.역사의 증인이 되어 달라는 제조자의 바람일지도 모른다……"
,"Itemshow","Itemshow_description_41001033","スチール製なのに、他のシールドよりだいぶ軽い。戦闘で使用する以外に、コスプレの小道具としても使えるはずだ。","스틸제인데 다른 실드보다 상당히 가볍다.전투에 사용하는 것 이외에, 코스프레의 소도구로서도 사용할 수 있을 것이다."
,"Itemshow","Itemshow_description_41001035","「端正」にデザインされたデジタル照準器。モニターの色が赤すぎて目に優しくないとAGからクレームが来ている。","“단정”하게 디자인된 디지털 조준기.모니터의 색이 너무 붉고 눈에 상냥하지 않으면 AG로부터 클레임이 오고 있다."
,"Itemshow","Itemshow_description_41001036","よくあるナノチップだが、高い演算能力はAGの分析をサポートしてくれる。でもお昼に何食べようかといった難題には無力だ。","흔한 나노칩이지만 높은 연산 능력은 AG의 분석을 도와준다.그렇지만 점심에 뭘 먹을까라는 난제에는 무력하다."
,"Itemshow","Itemshow_description_41001043","シールドの内側に小型のジャミング装置があって、使えば簡単に敵の武器を無力化することができる。スケボーやまな板代わりに使わないでね。","실드 안쪽에 소형 재밍장치가 있어 사용하면 쉽게 적의 무기를 무력화할 수 있다.스케이트 보드나 도마대용으로 사용하지 말아요."
,"Itemshow","Itemshow_description_41001044","エンジンの中に予備発電機が備え付けられており、エネルギーを供給しながらAGの装備に電力を供給する。ヒューズがついているので、漏電の心配はない。","엔진 안에 예비 발전기가 비치돼 있어 에너지를 공급하면서 AG 장비에 전력을 공급한다.퓨즈가 달려 있어 누전 걱정은 없다."
,"Itemshow","Itemshow_description_41001046","よくあるナノチップだが、外付けジャミングボードがついていて、AGの電気攻撃能力をある程度強くすることができる。","흔한 나노칩이지만 외장 재밍보드가 달려 있어 AG의 전기공격 능력을 어느 정도 높일 수 있다."
,"Itemshow","Itemshow_description_41091023","スタンダードな複合シールド。特別な機能はないが、防御力は改造製品に劣っておらず、AG達のお気に入りの装備だ。","스탠다드 복합 쉴드. 특별한 기능은 없지만, 방어력은 개조 제품에 뒤지지 않고, AG들의 마음에 드는 장비다."
,"Itemshow","Itemshow_description_41091025","どんな装備にでも合う照準器。AGが手入れしやすいように、パーツごとに分解することもできる仕様だ。","어떤 장비에나 어울리는 조준기AG가 손질하기 쉽도록, 파트 마다 분해할 수도 있는 사양이다."
,"Itemshow","Itemshow_description_41091026","よくあるナノチップ。AGの戦闘能力を引き上げる以外に、小型USBメモリーとしてデータをコピーすることもできる。","흔한 나노칩AG의 전투능력을 높이는 것 외에 소형 USB 메모리로서 데이터를 복사할 수도 있다."
,"Itemshow","Itemshow_description_41091032","しっかりと守ってくれる優良装備。戦車に轢かれても大丈夫だそうだ……実証した人はいないけど。","잘 지켜주는 우량 장비전차에 치여도 괜찮다고 한다……실증한 사람은 없지만."
,"Itemshow","Itemshow_description_41091042","コアのアウトプット率を高められる特製モジュール。AGの攻撃力と……お酒の強さを高めることができる。","코어의 아웃풋율을 높일 수 있는 특제 모듈. AG의 공격력과……술의 강도를 높일 수 있다."
,"Itemshow","Itemshow_description_41091046","よくあるナノチップだが、AGの攻撃力を追加でアップすることができる。このチップを装備したAGは敵により多くのダメージを与え、腕相撲にも強くなる。","흔한 나노칩이지만, AG의 공격력을 추가로 향상시킬 수 있다.이 칩을 장비한 AG는 적에게 보다 많은 대미지를 주고 팔씨름에도 강해진다."
,"Itemshow","Itemshow_description_41091054","他のモジュールと組み合わせることでAGの反射を活性化することができる。「イヌハッカ」と同じ原理らしい。なぜAGだけに効果があるのかは不明だ。","다른 모듈과 조합하는 것으로 AG의 반사를 활성화 할 수 있다.개박하와 같은 원리인 것 같다.왜 AG에만 효과가 있는지는 불명하다."
,"Itemshow","Itemshow_description_41091056","よくあるナノチップだが、AGの反射能力を引き上げる物質を含んでおり、装備する度に「静電気」のようにパチッとするらしい。","흔히 있는 나노칩이지만, AG의 반사 능력을 끌어올리는 물질을 포함하고 있어 장비할 때마다 「정전기」와 같이 깜빡거리는 것 같다."
,"Itemshow","Itemshow_description_41092116","よくあるナノチップだが、分析プログラムを搭載していて、敵への反撃をサポートしてくれる。普段は目覚ましとしても使える。","흔한 나노칩이지만 분석 프로그램을 탑재해 적에 대한 반격을 도와준다.평상시에는 자명종으로도 사용할 수 있다."
,"Itemshow","Itemshow_description_41092131","ワクチンを生成することができる銃。複雑な構造が原因で自転車のように重い。AG以外にこれを担いで世界の終焉から逃れようとする人はいないはずだ……","백신을 생성할 수 있는 총복잡한 구조 때문에 자전거처럼 무겁다.AG 이외에 이것을 짊어지고 세계의 종언으로부터 도망치려고 하는 사람은 없을 것이다……."
,"Itemshow","Itemshow_description_41092135","「端正」にデザインされた光学照準器。ボディに設置された鏡で、背後の敵やメイクの状態を確認することができる。","'단정'하게 디자인된 광학 조준기.차체에 설치된 거울로, 등 뒤의 적이나 메이크업 상태를 확인할 수 있다."
,"Itemshow","Itemshow_description_41092136","よくあるナノチップだが、各種ウイルスのワクチンが搭載されている。この残酷な時代をどうか生き抜いてほしい。","흔한 나노칩이지만 각종 바이러스 백신이 탑재돼 있다.이 참혹한 시대를 부디 살아 나갔으면 좋겠다."
,"Itemshow","Itemshow_description_41093141","ボディに反応装甲を設置した高周波射流銃。すごく熱い銃だが、ヒーターやフライパンとして使わないように……","차체에 반응 장갑을 설치한 고주파 사류총.굉장히 뜨거운 총이지만, 히터나 프라이팬으로 사용하지 않도록……."
,"Itemshow","Itemshow_description_41093145","「端正」にデザインされた照準器。ボディの熱伝導率が高いため、カイロ代わりに使うAGもたくさんいる。","'단아하게' 디자인된 조준기몸체의 열전도율이 높아 손난로 대신 쓰는 AG도 많다."
,"Itemshow","Itemshow_description_41093146","よくあるナノチップだが、反応装甲システムの特殊プログラムを搭載しており、敵をすべてやっつけてくれる。人だろうと傀儡だろうと。","흔한 나노칩이지만 반응장갑시스템 특수프로그램을 탑재해 적을 모두 해치운다.사람이든 괴뢰든."
,"Itemshow","Itemshow_description_1001","フロンティアとオートルナが承認している通貨。AGの強化や、装備の合成などに使うことができる。","프런티어와 오토루나가 승인하고 있는 통화. AG의 강화나, 장비의 합성 등에 사용할 수 있다."
,"Itemshow","Itemshow_description_1002","傀儡の残骸から採取したAGに欠かせないエネルギー。一定の侵蝕性があるため、外側のガラス層が破損した際は直ちに報告するように。","괴뢰들의 잔해에서 채취한 AG에 필수적인 에너지. 일정한 침식성이 있으므로 바깥쪽 유리층이 파손되었을 때 즉시 보고하도록."
,"Itemshow","Itemshow_name_1009","動力源","동력원"
,"Itemshow","Itemshow_description_1014","ストーリー任務で獲得できる評価","스토리 임무에서 획득할 수 있는 평가"
,"Itemshow","Itemshow_name_1016","フロンティアの評価","프런티어의 평가"
,"Itemshow","Itemshow_description_1016","作戦クエストで獲得した評価","작전 퀘스트로 획득한 평가"
,"Itemshow","Itemshow_description_1018","「ユニオン」艦隊がAGを任命する時に必要な許可証。","유니언 함대가 AG를 임명할 때 필요한 허가증."
,"Itemshow","Itemshow_description_1019","「ユニオン」艦隊がAGを任命する時に必要な許可証*10枚。","유니온 함대가 AG를 임명할 때 필요한 허가증*10장."
,"Itemshow","Itemshow_description_1020","「ユニオン」艦隊が特殊なAGを招集する時に必要なチケット。","유니언 함대가 특수 AG를 소집할 때 필요한 티켓."
,"Itemshow","Itemshow_description_1021","「ユニオン」艦隊が特殊なAGを招集する時に必要なチケット×10枚。","유니언 함대가 특수AG를 소집할 때 필요한 티켓10장."
,"Itemshow","Itemshow_name_1022","ユニオン白銀勲章","유니온 백은 훈장"
,"Itemshow","Itemshow_name_1024","ユニオン黄金勲章","유니온 황금 훈장"
,"Itemshow","Itemshow_name_1026","イベントコイン","이벤트 코인"
,"Itemshow","Itemshow_name_1027","イベントポイント","이벤트 포인트"
,"Itemshow","Itemshow_name_1028","ボス挑戦チケット","보스 도전 티켓"
,"Itemshow","Itemshow_name_1031","イベントコイン2","이벤트코인2"
,"Itemshow","Itemshow_name_1032","イベントポイント2","이벤트 포인트 2"
,"Itemshow","Itemshow_name_1033","イベントコイン3","이벤트코인3"
,"Itemshow","Itemshow_name_1034","イベントポイント3","이벤트 포인트 3"
,"Itemshow","Itemshow_name_1035","イベントコイン4","이벤트코인4"
,"Itemshow","Itemshow_name_1036","イベントポイント4","이벤트 포인트 4"
,"Itemshow","Itemshow_name_1037","イベントコイン5","이벤트 코인 5"
,"Itemshow","Itemshow_name_1038","イベントポイント5","이벤트 포인트 5"
,"Itemshow","Itemshow_name_1039","イベントコイン6","이벤트코인 6"
,"Itemshow","Itemshow_name_1040","イベントポイント6","이벤트 포인트 6"
,"Itemshow","Itemshow_name_1041","イベントコイン7","이벤트코인7"
,"Itemshow","Itemshow_name_1042","イベントポイント7","이벤트 포인트 7"
,"Itemshow","Itemshow_description_1044","「高天原」には多くの極東の人が働いている。勾玉は流行りの御守りだ。","「고텐바라」에는 많은 극동 사람이 일하고 있다.곱은옥은 유행하는 부적이다."
,"Itemshow","Itemshow_name_1071","ユニオン・銅勲章","유니언·동 훈장"
,"Itemshow","Itemshow_description_1073","ショップで戦装を購入するときに使用できる。","샵에서 전장을 구입할 때 사용할 수 있다."
,"Itemshow","Itemshow_name_1075","データ端末","data 단말"
,"Itemshow","Itemshow_description_1995","ピックアップ招集にて強力なAGを入隊させる事ができる。1人で世界は救えないが、希望を与える事は可能だ。","픽업 소집에 강력한 AG를 입대시킬 수 있다.혼자서 세상을 구할 수는 없지만 희망을 줄 수는 있다."
,"Itemshow","Itemshow_name_1996","イベント入隊書","이벤트 입대서"
,"Itemshow","Itemshow_description_1996","イベント招集にて強力なAGを入隊させる事ができる。物語の最後に「続く」と書き残したのは誰だろうか。","이벤트 소집에 강력한 AG를 입대시킬 수 있다.이야기의 마지막에 「계속한다」라고 쓴 것은 누구일까."
,"Itemshow","Itemshow_description_1998","「ユニオン」がAGを入隊させる際に使用する特別な許可書。「AG特選10連招集」の利用に必要なチケット","유니온이 AG를 입대시킬 때 사용하는 특별한 허가서.'AG 특선 10연 소집' 이용 필요한 티켓"
,"Itemshow","Itemshow_name_1999","リリース記念招集チケット","발표 기념 소집 티켓"
,"Itemshow","Itemshow_description_1999","「ユニオン」がAGを入隊させる際に使用する特別な許可書。希望のAGを招集できるまで、繰り返し使用できる。","유니온이 AG를 입대시킬 때 사용하는 특별한 허가서.희망하는 AG를 소집할 수 있을 때까지, 반복해 사용할 수 있다."
,"Itemshow","Itemshow_description_2001","「覚醒テスト」で獲得した専用フレーム。アーテリーギアへのご愛顧に感謝します。 ―「覚醒テスト」の報酬","「각성 테스트」로 획득한 전용 프레임.아텔리 기어에 대한 애고에 감사드립니다. - '각성 테스트' 보상"
,"Itemshow","Itemshow_name_2003","「覚醒テスト」演習","각성 테스트 연습"
,"Itemshow","Itemshow_description_2003","「覚醒テスト」演習で獲得した専用フレーム。みんなに認められた栄誉の印。 ―「覚醒テスト」演習報酬","'각성 테스트' 연습에서 획득한 전용 프레임. 모두에게 인정받은 영예의 표시. -각성 테스트 연습 보상"
,"Itemshow","Itemshow_name_4001","ニオ","니오"
,"Itemshow","Itemshow_description_4001","世界で初めて正式にナンバーを持ち、戦闘に投入されたAG。","세계에서 처음으로 정식으로 넘버를 가지고, 전투에 투입된 AG."
,"Itemshow","Itemshow_name_5001","トップスタアの余暇","톱스타어의 여가"
,"Itemshow","Itemshow_description_5001","トラブルを避けるため、有名人のニオはいつも変装しなければならない。","말썽을 피하기 위해 유명인사의 니오는 항상 변장해야 한다."
,"Itemshow","Itemshow_name_4005","ボンボン","봉봉"
,"Itemshow","Itemshow_description_4005","前線でみんなを支援する野心家なニャンボー。","전선에서 모두를 지원하는 야심가 나냥보."
,"Itemshow","Itemshow_name_4006","マルゴット","마루곳토"
,"Itemshow","Itemshow_name_4007","ゼロヨン","제로연"
,"Itemshow","Itemshow_name_5007","まちカドの巨星","길모퉁이의 거성"
,"Itemshow","Itemshow_name_4011","ブルー","블루"
,"Itemshow","Itemshow_name_4012","シルビア","실비아"
,"Itemshow","Itemshow_description_4012","傲慢なオートルナの貴族。","오만한 오트루나의 귀족"
,"Itemshow","Itemshow_name_4014","ウィニー","위니"
,"Itemshow","Itemshow_name_4016","フェイディ","페이디"
,"Itemshow","Itemshow_name_4017","オネアン","오네안"
,"Itemshow","Itemshow_name_4019","ネイサ","네이사"
,"Itemshow","Itemshow_description_4019","ダンミル学会のベテラン研究員。たまに過激なスキンシップをしてくる。","단밀 학회의 베테랑 연구원.가끔 과격한 스킨십을 해 온다."
,"Itemshow","Itemshow_name_4020","トニー","토니"
,"Itemshow","Itemshow_name_4021","トイフェル","토이헤루"
,"Itemshow","Itemshow_name_4023","カロライン","카롤라인"
,"Itemshow","Itemshow_description_4023","人工知能をベースに作られたAG。何事もロジカルに考える。","인공지능을 베이스로 만들어진 AG. 무슨 일이든 논리적으로 생각한다."
,"Itemshow","Itemshow_name_4024","グリア","구리아"
,"Itemshow","Itemshow_name_4025","ミルヴァス","미루바스"
,"Itemshow","Itemshow_name_5025","タケミカヅチ","타케미카즈치"
,"Itemshow","Itemshow_description_5025","伝説の戦神にちなんで名づけられた、ミルヴァスの新しい鉤爪。","전설의 전신을 따서 지은, 밀버스의 새로운 갈고리 발톱."
,"Itemshow","Itemshow_name_4026","ゴヤ","고야"
,"Itemshow","Itemshow_name_4027","エリカ","에리카"
,"Itemshow","Itemshow_name_4028","グレー","그레이"
,"Itemshow","Itemshow_description_4028","他人を信用しない、冷淡なファイアストーマイナーのメンバー。","타인을 믿지 않는 냉담한 파이어스토 마이너 멤버."
,"Itemshow","Itemshow_name_4030","ディーン","딘"
,"Itemshow","Itemshow_name_4031","ソニア","소니아"
,"Itemshow","Itemshow_name_4034","ロイズ","로이즈"
,"Itemshow","Itemshow_name_4036","コラックス","코랏쿠스"
,"Itemshow","Itemshow_name_4037","セルリアン","세루리안"
,"Itemshow","Itemshow_name_4039","ケイティ","케이티"
,"Itemshow","Itemshow_description_4039","いたずらっ子。いつも先陣切っていたずらを仕掛けている。","장난꾸러기. 언제나 앞장서서 장난을 치고 있다."
,"Itemshow","Itemshow_name_5039","やんちゃなメイド","응석받이 가정부"
,"Itemshow","Itemshow_description_5039","いたずら好きなメイド。主人の命令に従わない。","장난을 좋아하는 하녀주인의 명령에 불복하다."
,"Itemshow","Itemshow_name_4042","ロベリア","로베리아"
,"Itemshow","Itemshow_description_4042","元オートルナの騎士。その優秀さを評価されて光の翼に昇進した。","오트루나 출신 기사그 우수함을 인정받아 빛의 날개로 승진했다."
,"Itemshow","Itemshow_description_4043","七侍の一員。誰もその生い立ちを知らない放浪者AG。","칠시의 일원. 아무도 그 성장 과정을 모르는 방랑자 AG."
,"Itemshow","Itemshow_name_4044","メコ","메코"
,"Itemshow","Itemshow_description_4044","ボブキャット小隊メンバーのお世話をしてくれている真面目なメイドさん。","밥캣 소대 멤버들을 돌봐주고 있는 성실한 메이드님."
,"Itemshow","Itemshow_description_110010441","ワイルドキャット小隊のメンバーによく世話を焼いてくれる真面目なメイドさん。","와일드캣 소대 멤버를 잘 돌봐주는 성실한 메이드."
,"Itemshow","Itemshow_name_4046","修羅","수라"
,"Itemshow","Itemshow_name_4047","ミシェル","미셀"
,"Itemshow","Itemshow_name_4048","ゴースト","고스트"
